,Minmaxed,Raw,Scaled,Minmaxed,Raw,Scaled,Minmaxed,Raw,Scaled
DT,0.26666666666666666,0.26666666666666666,0.3157894736842105,0.2,0.2,0.3,0.4,0.4,0.3333333333333333
Logit,0.4210526315789474,0.0,0.17543859649122806,0.4,0.0,0.5,0.4444444444444444,0.0,0.10638297872340426
RF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVM,0.0,0.0,0.16666666666666666,0.0,0.0,0.4,0.0,0.0,0.10526315789473684
