,total_tweets,other_tweets,medhval90,hinc00,local_tweets,total_users,neighbor_tweets,pop00,Unnamed: 0,userwith5_count,medrent00,popden00,hotmarket90(127%-169%),per_rent_90,0,vulnrisk90,abm_inc_90_00,afford90,abm_dif_9000,per_rent_00,vuln90,perli90,pernwh90,gent90_00_x,gent90_00_y,pct_ch_hinc90_00,pag25up00,other_daytime_oddratio,visitorpercentage,other_weekday_oddratio,other_weekend_oddratio,abovemednwh00,afford00,hotmarket00(110%-207%),other_nighttime_oddratio,perli00,phisp00,TOD,12,commercial_pct,percol00,51,new_medhval90,weekday_oddratio,nighttime_oddratio,pasian00,21,daytime_oddratio,weekend_oddratio,10,132,85,edudiff9000,206,96,5,pernwh00,19,160,89,118,179,70,232,92,35,29,193,49,71,120,percol90,Saturday_oddratio,16,72,97,45,161,253,101,nbrpercentage,90,251,117,74,34,24,Monday_oddratio,78,212,231,95,302,77,Friday_oddratio,321,140,Wednesday_oddratio,298,Thursday_oddratio,164,44,230,166,Sunday_oddratio,99,176,62,259,162,79,171,344,241,169,357,155,neighbor_nighttime_oddratio,98,226,243,211,61,109,73,327,100,296,neighbor_weekend_oddratio,284,124,belowmedcol90,Tuesday_oddratio,186,346,250,163,276,122,341,278,174,126,217,265,138,261,237,192,15,355,223,294,84,neighbor_weekday_oddratio,52,273,345,343,200,249,180,113,168,8,314,184,neighbor_daytime_oddratio,257,144,308,292,189,359,153,306,199,66,246,269,213,318,224,271,107,43,131,119,102,310,156,233,262,326,93,305,272,159,245,175,348,188,315,194,350,336,182,235,337,50,170,201,340,distToMHI,220,69,135,18,new_abm_dif_9000,new_ch_all_li_count90_00,new_gent90_00,new_hinc00,new_hinc90,new_hotmarket00(110%-207%),new_hotmarket90(127%-169%),new_liloss9016,new_medhval00,new_medrent00,new_medrent90,new_pct_ch_hinc90_00,new_per_rent_00,new_per_rent_90,new_vuln00,37,distToHighTweetTract,334,328,183,342,149,277,172,143,300,216,358,248,128,307,316,268,76,333,234,154,218,139,151,178,293,146,215,104,282,14,13,312,297,173,181,210,81,347,134,136,263,258,221,198,299,303,150,105,325,distToHighVisitorTract,283,148,30,204,286,239,285,58,142,87,63,53,94,329,356,322,351,270,229,68,287,127,331,280,353,324,236,317,264,267,125,304,256,242,46,liloss9016,252,240,227,203,244,local_weekday_oddratio,335,32,106,254,133,145,319,local_nighttime_oddratio,208,330,28,165,260,290,228,75,196,11,332,255,129,31,320,281,338,291,115,42,110,191,323,275,55,202,local_daytime_oddratio,274,219,60,123,local_weekend_oddratio,289,354,311,185,177,349,195,207,288,88,3,137,116,108,209,295,36,64,309,48,301,141,214,279,266,205,339,352,190,147,localpercentage,313,111,33,112,20,225,41,23,86,91,40,157,197,27,247,167,187,238,222,38,57,56,103,121,158,54,80,39,130,47,67,65,152,22,83,25,59,17,7,114,82,26,6,2,pnhblk00,4,9,carcommuters_00,belowmedcol00,1,abovemedli00,abovemedrent00,vuln00,vulnrisk00,unempden00,medrent90,ch_all_li_count90_00,medhval00,hinc90
Logit_Raw,-2.2813932363520472e-05,-1.3388368331199265e-05,-1.1191759158382069e-05,-9.132980520010929e-06,-7.360077960182924e-06,-3.773476565244077e-06,-2.065486072138297e-06,-1.992489270439473e-06,-8.155922579814659e-07,-6.340122420582926e-07,-7.336936537702813e-08,-1.1685148021830517e-08,-1.3675052664401275e-09,-1.222009524482681e-09,-1.1765470567265925e-09,-1.1232963843850902e-09,-1.0437660451065302e-09,-1.0338334088757375e-09,-9.523916985859134e-10,-8.735995967809119e-10,-8.505175357385941e-10,-6.17868412913658e-10,-6.06563950665493e-10,-5.00295670278741e-10,-5.00295670278741e-10,-4.5471975775021656e-10,-4.4918510408639327e-10,-4.3313802799772235e-10,-4.1631365697147924e-10,-4.157074856601263e-10,-4.1526076064814677e-10,-4.1465458933679593e-10,-4.1465458933679593e-10,-4.033464302954539e-10,-3.978302183105482e-10,-3.670224208882192e-10,-3.3901174966299363e-10,-3.3007606972394613e-10,-2.381702871246432e-10,-2.3429519954500437e-10,-2.2704850183353066e-10,-2.2464244994009676e-10,-2.231269954764303e-10,-2.1976709480354754e-10,-2.1682230632163554e-10,-2.0977075549134665e-10,-2.001987045899795e-10,-1.994948327203844e-10,-1.965500442384697e-10,-1.7923985415909612e-10,-1.505190674399133e-10,-1.4473656099367807e-10,-1.4268900576781431e-10,-1.3296843019451025e-10,-1.2806533944232422e-10,-1.2263367514840331e-10,-1.2105478988922164e-10,-1.1982574889666313e-10,-1.0785315273074563e-10,-1.0264262308349088e-10,-9.628468733582662e-11,-9.471785242004075e-11,-9.250794245392053e-11,-9.240134833123591e-11,-9.150082947471696e-11,-9.109254591774203e-11,-8.992427452527e-11,-8.72825121256421e-11,-8.534819292684587e-11,-8.5090057736992e-11,-8.494570640388105e-11,-8.435949608857361e-11,-8.110240441211944e-11,-8.051713602911698e-11,-7.745158466481845e-11,-7.564228597832887e-11,-7.52047034293521e-11,-7.510826132635956e-11,-7.307469311622275e-11,-7.161112399926371e-11,-7.118850025354216e-11,-7.054912565540359e-11,-7.017370713371989e-11,-6.78446425505761e-11,-6.580700239529954e-11,-6.535270631035783e-11,-6.517123555755134e-11,-6.346057247070254e-11,-6.300719006009643e-11,-6.256885792893476e-11,-6.195188821428255e-11,-6.191245636323552e-11,-6.15113906457364e-11,-6.072489135739106e-11,-6.065265613975564e-11,-6.018500891193864e-11,-5.92105842703776e-11,-5.911372167976731e-11,-5.82275861744418e-11,-5.72693551734849e-11,-5.688500198768164e-11,-5.688029008580586e-11,-5.681387670455306e-11,-5.545699413006934e-11,-5.4794983686595496e-11,-5.38492326124138e-11,-5.3336536048442395e-11,-5.260876559502917e-11,-5.2114800044403714e-11,-5.2011135320846175e-11,-5.1924432982689217e-11,-5.171582397501124e-11,-5.083678552373732e-11,-5.0447130584100104e-11,-5.019671081869748e-11,-4.985865260642498e-11,-4.966456522920603e-11,-4.8843532057459597e-11,-4.7791023371591826e-11,-4.72449604438976e-11,-4.661123241076709e-11,-4.5933139238178844e-11,-4.52846519644418e-11,-4.4781575244312334e-11,-4.476902669917466e-11,-4.42792143033593e-11,-4.4017254262060335e-11,-4.3885618121812924e-11,-4.245074737713723e-11,-4.160268988766595e-11,-4.098270893622445e-11,-4.0700897347790454e-11,-3.9923445479593194e-11,-3.8899334639831545e-11,-3.7975300759651276e-11,-3.7935396314981316e-11,-3.7452913446405e-11,-3.524341272329984e-11,-3.5159270937323844e-11,-3.4900642562052676e-11,-3.466092306118683e-11,-3.4649425990965665e-11,-3.453846316995619e-11,-3.262706993269862e-11,-3.241374127178431e-11,-3.21561821165084e-11,-3.1877256933666083e-11,-3.166805572862733e-11,-3.166426776317515e-11,-3.1541338764466944e-11,-3.091193207942314e-11,-3.0304807045376644e-11,-2.975259530230827e-11,-2.891036552227861e-11,-2.8737752876405223e-11,-2.7952952519957182e-11,-2.630284654886086e-11,-2.5850393523609564e-11,-2.543474615729071e-11,-2.493558566843806e-11,-2.4653042829867866e-11,-2.463912309907952e-11,-2.454581556298576e-11,-2.3611193815003364e-11,-2.3424019788663382e-11,-2.3110215233034075e-11,-2.3051002463038556e-11,-2.2344968196082653e-11,-2.1073121801311156e-11,-2.0948310300897478e-11,-2.090049576628138e-11,-2.0597384816980436e-11,-2.0245551942672463e-11,-2.0119350952288013e-11,-1.9750612028555238e-11,-1.9559369723912217e-11,-1.9549287667952253e-11,-1.9226149002359847e-11,-1.9135688821807667e-11,-1.7901471454830197e-11,-1.7713056007464206e-11,-1.6986259542974237e-11,-1.6181106258612892e-11,-1.5694151044603958e-11,-1.5153851806373056e-11,-1.4958107670577046e-11,-1.470249601081808e-11,-1.3825690397801087e-11,-1.3512408032798677e-11,-1.3246060827149646e-11,-1.3201881742754999e-11,-1.277979993338153e-11,-1.0528022232834835e-11,-1.000577692462975e-11,-9.972802196965342e-12,-8.87566448555354e-12,-7.659588745694807e-12,-7.539766276026123e-12,-6.9447079886244655e-12,-5.930527924776121e-12,-5.58923148354612e-12,-5.552192357898686e-12,-5.265798758024239e-12,-4.757380765355007e-12,-4.525457518446963e-12,-4.1799906786008705e-12,-4.1457721955712836e-12,-3.9870234316801285e-12,-3.72878609180363e-12,-3.5108071532499377e-12,-3.50533054143459e-12,-3.289122135309867e-12,-3.157737466350049e-12,-3.0904588570994806e-12,-2.8506805923307264e-12,-1.7483621388598125e-12,-1.4825972926401462e-12,-4.3856943168986414e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5890724435617113e-13,3.8839234219209747e-13,6.196823901076978e-13,7.885009571387747e-13,1.028441177091167e-12,1.0781452421530623e-12,1.0826447744533144e-12,1.9018825639304786e-12,2.323798763016879e-12,2.4452028576685214e-12,2.504588806878252e-12,2.6105107104057144e-12,2.6633018471000797e-12,2.8176831833661467e-12,2.8422037424072408e-12,3.037369379263148e-12,3.046409477812026e-12,3.298254902386099e-12,3.5170330218429797e-12,3.5645124065882746e-12,4.50422154133087e-12,4.66425630071843e-12,5.056722864932843e-12,5.5634272523072005e-12,5.840820594404002e-12,5.968314145502945e-12,6.277170972056664e-12,6.375743912558643e-12,6.6679282365143356e-12,7.673251796770282e-12,7.866890688274157e-12,9.452318011215521e-12,9.943940984423816e-12,9.966379381396612e-12,1.0173549234501069e-11,1.0363277025307292e-11,1.0986888852640189e-11,1.1304541069115693e-11,1.1479392677864683e-11,1.1541293368378682e-11,1.1612148311887965e-11,1.206497728707423e-11,1.238021059918373e-11,1.2716855070351346e-11,1.315968875717641e-11,1.3228040237890394e-11,1.4460483408757281e-11,1.490464658063346e-11,1.5389631387284455e-11,1.554153648706583e-11,1.5790668329715296e-11,1.5820656522667564e-11,1.6109781916982273e-11,1.6303239925711514e-11,1.6966671463287833e-11,1.706338954729715e-11,1.730194454723546e-11,1.731753692656822e-11,1.7582326866931424e-11,1.7803852804547972e-11,1.847930815365079e-11,1.9036769062918982e-11,1.9182438220914206e-11,1.9288243661691876e-11,1.9671959363000126e-11,1.9851937206851807e-11,2.0799299947342185e-11,2.1085856082552186e-11,2.1192546264023033e-11,2.144786782182805e-11,2.1476132884278544e-11,2.1499106596613954e-11,2.2015696695920558e-11,2.2268692082294673e-11,2.2908926202896217e-11,2.2922427579674695e-11,2.3581446113206803e-11,2.3800077557720176e-11,2.4084009657300026e-11,2.5469939193175095e-11,2.6156825828411256e-11,2.617399731211137e-11,2.641237153173198e-11,2.6473456422787483e-11,2.7678052733408767e-11,2.7880677421533542e-11,2.89546751921587e-11,2.897845523272767e-11,2.924756674928701e-11,2.930146492256375e-11,2.944555352919902e-11,2.963253016416279e-11,2.969137804474803e-11,2.9790649199732176e-11,2.988787661265455e-11,2.9931078711063534e-11,3.029813727041598e-11,3.056587454956501e-11,3.0679444833953425e-11,3.087957025406351e-11,3.133881011472711e-11,3.201916103120936e-11,3.2165833009527514e-11,3.271433793370977e-11,3.276269416869254e-11,3.3021517122733e-11,3.305559753652107e-11,3.311675822518747e-11,3.329085690479203e-11,3.4104387127345764e-11,3.4476322845489864e-11,3.4877222081728e-11,3.511552497071753e-11,3.58918395662935e-11,3.58985370003016e-11,3.59303739368367e-11,3.6904306068842237e-11,3.7505257337250516e-11,3.777982500284231e-11,3.825850946929141e-11,3.8824042322232384e-11,3.9189534281208216e-11,3.954261645861567e-11,3.9773333104765566e-11,4.0441200983572044e-11,4.056729733074345e-11,4.076311619446702e-11,4.0787362069511714e-11,4.08284068570181e-11,4.131420295809333e-11,4.139760535282059e-11,4.1741405655342234e-11,4.303693242139406e-11,4.3056918688494725e-11,4.3096409542988535e-11,4.318845913413283e-11,4.424396722405104e-11,4.426863806194334e-11,4.5601480354825526e-11,4.592738558161829e-11,4.599105589602782e-11,4.6314433364299324e-11,4.702360277321633e-11,4.728660515776862e-11,4.735492362608085e-11,4.81299718184029e-11,4.8272904780726454e-11,4.911338328146151e-11,5.243330218950306e-11,5.25887299593523e-11,5.317576242637867e-11,5.464872638378157e-11,5.5102144891660446e-11,5.905721763877844e-11,5.920011152392413e-11,5.920400244158235e-11,6.049912720845606e-11,6.12556941749822e-11,6.189266850461107e-11,6.195181913078833e-11,6.272805362386835e-11,6.42057037488142e-11,6.50805882974278e-11,6.64854202104793e-11,7.284756788823067e-11,7.414724207212866e-11,7.417621586346883e-11,7.45770106896141e-11,7.581036867803184e-11,7.734416394030474e-11,7.736785771605675e-11,8.015614260060021e-11,8.388397019855303e-11,8.94526956709613e-11,9.003804557954416e-11,9.177224740029037e-11,9.194314553086585e-11,9.212122817168658e-11,9.310632847544478e-11,9.328252354433494e-11,9.494577172931828e-11,9.558536324290333e-11,9.685790826795438e-11,9.985862096270262e-11,1.0235787421833012e-10,1.0479212015776085e-10,1.0490403407189563e-10,1.0523990048744511e-10,1.0636596932713945e-10,1.117741970541772e-10,1.1270028441473866e-10,1.1299221046800075e-10,1.2929527154146744e-10,1.3687350256062366e-10,1.428614152070894e-10,1.4346997099176034e-10,1.4365549261029968e-10,1.446091942317918e-10,1.4497142555563578e-10,1.6037597761016212e-10,1.765337491127607e-10,1.809639627505637e-10,1.9090315763952093e-10,1.9090966470936303e-10,1.9454789592594277e-10,1.9613209614641505e-10,2.5094841633058983e-10,2.7195421443416104e-10,3.144022506375459e-10,4.284246206187554e-10,4.345077021782475e-10,4.401989977132867e-10,4.786360394506742e-10,5.699937012567155e-10,8.140321974117873e-10,1.1987309054236472e-09,3.965320591267847e-09,4.675918611713195e-09,4.675918611713195e-09,1.80117951944403e-08,9.010153419481353e-08,2.21172445112977e-07,1.370206433591902e-06,1.6504835334073637e-05
DT_Raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20543680410792894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06946766280552791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17195276918165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5531427639048931,0.0,0.0,0.0,0.0,0.0,0.0
RF_Raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20543680410792894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06946766280552791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17195276918165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5531427639048931,0.0,0.0,0.0,0.0,0.0,0.0
