,Minmaxed,Raw,Scaled,Minmaxed,Raw,Scaled,Minmaxed,Raw,Scaled
DT,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.47368421052631576,0.47368421052631576,0.47368421052631576,0.45,0.45,0.45
Logit,0.3636363636363636,0.0,0.21333333333333335,0.42105263157894735,0.0,0.42105263157894735,0.32,0.0,0.14285714285714285
RF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
