,TRTID10,state,county,tract,placefp10,cbsa10,metdiv10,ccflag10,POP00SF3,RUANC00,ITANC00,GEANC00,IRANC00,SCANC00,RUFB00,ITFB00,GEFB00,IRFB00,SCFB00,FB00,NAT00,N10IMM00,AG5UP00,OLANG00,LEP00,AG25UP00,HS00,COL00,AG15UP00,Mar-00,WDS00,CLF00,UNEMP00,DFLABF00,FLABF00,EMPCLF00,PROF00,MANUF00,SEMP00,AG18CV00,VET00,CNI16U00,DIS00,DPOV00,NPOV00,N65POV00,DFMPOV00,NFMPOV00,DWPOV00,NWPOV00,DBPOV00,NBPOV00,DNAPOV00,NNAPOV00,DHPOV00,NHPOV00,DAPOV00,NAPOV00,INCPC00,HU00SP,H30OLD00,OHU00SP,H10YRS00,DMULTI00,MULTI00,HINC00,HINCW00,HINCB00,HINCH00,HINCA00,MHMVAL00,MRENT00,HH00,HHW00,HHB00,HHH00,HHA00,geoid
41699,34023008101,NJ,Middlesex County,Census Tract 81.01,69810,35620,20764,0,4475.0,103.0,815.0,384.0,754.0,68.0,5.0,12.0,26.0,0.0,0.0,339.0,213.0,84.0,4255.0,558.0,57.0,3307.0,1878.0,548.0,3733.0,2121.0,759.0,2428.0,108.0,1913.0,1090.0,2320.0,561.0,365.0,142.0,3587.0,543.0,2840.0,409.0,4475.0,155.0,17.0,1249.0,20.0,4014.0,100.0,88.0,19.0,0.0,0.0,190.0,32.0,126.0,16.0,24928.0,1907.0,1243.0,1856.0,896.0,1907.0,356.0,50594,50662,39286,43000,37500,130100,697,1861.0,1682.0,36.0,68.0,48.0,34023008101
41700,34023008102,NJ,Middlesex County,Census Tract 81.02,69810,35620,20764,0,3405.0,23.0,736.0,374.0,597.0,82.0,0.0,6.0,17.0,0.0,0.0,282.0,206.0,69.0,3175.0,405.0,57.0,2343.0,1254.0,477.0,2725.0,1739.0,414.0,1718.0,42.0,1359.0,732.0,1676.0,551.0,144.0,115.0,2570.0,330.0,2093.0,216.0,3405.0,181.0,24.0,944.0,20.0,3141.0,181.0,12.0,0.0,0.0,0.0,159.0,0.0,93.0,0.0,25666.0,1251.0,781.0,1243.0,639.0,1251.0,205.0,65451,61691,48750,96245,85227.27273,166400,261,1253.0,1180.0,6.0,44.0,23.0,34023008102
41701,34023008103,NJ,Middlesex County,Census Tract 81.03,30840,35620,20764,0,1825.0,30.0,282.0,234.0,262.0,37.0,0.0,2.0,14.0,0.0,0.0,166.0,105.0,49.0,1696.0,218.0,11.0,1308.0,689.0,241.0,1460.0,843.0,267.0,1141.0,44.0,736.0,545.0,1097.0,319.0,177.0,59.0,1419.0,129.0,1332.0,135.0,1825.0,61.0,2.0,495.0,16.0,1626.0,49.0,40.0,0.0,0.0,0.0,90.0,0.0,51.0,9.0,26668.0,769.0,282.0,746.0,559.0,769.0,326.0,60125,59786,73000,58500,65625,116200,948,743.0,678.0,14.0,24.0,19.0,34023008103
41702,34023008202,NJ,Middlesex County,Census Tract 82.02,99999,35620,20764,0,4126.0,52.0,842.0,304.0,421.0,37.0,0.0,16.0,5.0,15.0,0.0,237.0,190.0,10.0,3912.0,602.0,34.0,2392.0,1096.0,602.0,3153.0,1956.0,379.0,1800.0,96.0,1266.0,753.0,1704.0,654.0,209.0,240.0,2764.0,377.0,2351.0,339.0,3616.0,286.0,27.0,927.0,16.0,3238.0,257.0,176.0,29.0,0.0,0.0,114.0,0.0,41.0,0.0,26666.0,1104.0,388.0,1070.0,531.0,1104.0,21.0,81514,83733,77398,68750,98437.5,277400,752,1068.0,975.0,59.0,19.0,15.0,34023008202
41703,34023008204,NJ,Middlesex County,Census Tract 82.04,13399,35620,20764,0,3289.0,587.0,366.0,196.0,62.0,28.0,8.0,18.0,32.0,0.0,0.0,230.0,227.0,5.0,3230.0,311.0,10.0,3178.0,1482.0,897.0,3201.0,2060.0,1015.0,425.0,36.0,1904.0,214.0,389.0,184.0,53.0,64.0,3178.0,925.0,399.0,109.0,3289.0,66.0,60.0,1067.0,0.0,3160.0,60.0,29.0,6.0,0.0,0.0,44.0,0.0,44.0,0.0,30445.0,2143.0,90.0,2022.0,1061.0,2143.0,86.0,37315,37358,49792,33750,137500,120300,679,2015.0,1960.0,23.0,16.0,4.0,34023008204
41704,34023008205,NJ,Middlesex County,Census Tract 82.05,14758,35620,20764,0,3697.0,711.0,273.0,120.0,87.0,7.0,20.0,6.0,38.0,0.0,0.0,333.0,313.0,20.0,3697.0,320.0,31.0,3697.0,1504.0,1155.0,3697.0,2740.0,830.0,544.0,17.0,2120.0,220.0,527.0,214.0,62.0,107.0,3697.0,1164.0,389.0,78.0,3697.0,72.0,72.0,1375.0,0.0,3645.0,72.0,7.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,36962.0,2346.0,7.0,2185.0,1233.0,2346.0,405.0,43382,43309,75487, ,29642.85714,160500,550,2174.0,2141.0,7.0,0.0,13.0,34023008205
41705,34023008206,NJ,Middlesex County,Census Tract 82.06,64865,35620,20764,0,3736.0,162.0,532.0,369.0,488.0,74.0,18.0,66.0,15.0,0.0,16.0,266.0,220.0,8.0,3709.0,323.0,0.0,3653.0,1759.0,980.0,3669.0,1780.0,1593.0,557.0,17.0,2486.0,297.0,540.0,187.0,37.0,82.0,3661.0,742.0,447.0,100.0,3592.0,170.0,125.0,927.0,0.0,3459.0,161.0,56.0,9.0,8.0,0.0,49.0,0.0,20.0,0.0,31187.0,2788.0,800.0,2531.0,1581.0,2788.0,1066.0,34092,34524,41094,19844,22500,91000,805,2533.0,2444.0,39.0,33.0,9.0,34023008206
41706,34023008207,NJ,Middlesex County,Census Tract 82.07,81042,35620,20764,0,2444.0,432.0,288.0,95.0,60.0,6.0,0.0,35.0,27.0,0.0,0.0,178.0,168.0,4.0,2426.0,192.0,21.0,2400.0,876.0,886.0,2406.0,1966.0,385.0,652.0,30.0,1336.0,299.0,622.0,277.0,60.0,144.0,2406.0,810.0,704.0,138.0,2444.0,57.0,28.0,1008.0,0.0,2385.0,57.0,20.0,0.0,0.0,0.0,20.0,0.0,13.0,0.0,40447.0,1409.0,23.0,1334.0,1193.0,1409.0,135.0,57273,57235,48750,36250,67500,234000,545,1336.0,1309.0,14.0,6.0,7.0,34023008207
41707,34023008208,NJ,Middlesex County,Census Tract 82.08,99999,35620,20764,0,6667.609628,113.013255,1664.125771,591.0761909,762.0416874,54.00263076,0.0015177460000000002,32.00738636,74.00232721,15.0,0.0,649.0689057,448.0304561000001,118.02651000000002,6151.564904999999,824.1037126,78.02408157,4461.413738,1952.2208829999997,1328.083678,5205.480315999999,3750.257814,446.0910648,3765.336636,219.0145704,2618.254172,1629.166547,3546.3220659999997,1432.0865119999999,575.0647572,389.01871889999995,4912.45755,511.04644299999995,4487.406048,410.074066,6563.596171,194.0208437,41.00212484,1839.1575420000001,21.00404732,5721.454312,172.0151775,184.0500856,22.0,0.000809465,0.0,352.06172169999996,0.004249689,268.01133250000004,0.0,32535.15783,2197.22665,613.1146404,2130.220174,1351.146817,2197.22665,98.05747198,90952.77186,91546.1275,44457.52434,78264.75406,168743.6583,234692.7535,960.8665951,2139.219264,1937.1743379999998,83.0173023,70.01902242,49.00273194,34023008208
41708,34023008209,NJ,Middlesex County,Census Tract 82.09,99999,35620,20764,0,4040.0,212.0,1060.0,341.0,643.0,13.0,0.0,53.0,30.0,12.0,0.0,369.0,309.0,35.0,3777.0,500.0,43.0,2613.0,1236.0,761.0,3127.0,2105.0,342.0,2315.0,88.0,1596.0,1064.0,2227.0,846.0,300.0,125.0,2932.0,321.0,2827.0,504.0,4036.0,63.0,10.0,1150.0,8.0,3657.0,38.0,18.0,0.0,0.0,0.0,143.0,5.0,208.0,20.0,27352.0,1272.0,625.0,1264.0,507.0,1272.0,7.0,78657,77093,44583,44583,87980.76923,168200,911,1275.0,1195.0,5.0,15.0,59.0,34023008209
41709,34023008300,NJ,Middlesex County,Census Tract 83,34890,35620,20764,0,6024.390218,130.9867401,1242.874146,752.9237671,411.958313,25.99736786,14.99848175,72.99261475,22.99767303,0.0,0.0,680.9310912999999,300.9695435,261.9734802,5582.435059,1024.89624,237.9759064,4088.586182,2182.779053,826.9163208,4746.519531,2547.7421879999997,899.9089355000001,3326.66333,143.98542790000002,2511.74585,1645.833374,3182.677734,854.9134521,639.9352417,184.9812775,4521.54248,458.9535522,4012.59375,731.9259033,5891.403678,205.9791565,20.99787521,1556.842407,39.99595261,4489.54541,149.9848175,494.94989010000006,0.0,7.999190331,0.0,609.9382324,41.99575043,111.9886627,0.0,23325.00031,2239.773193,1132.885376,2175.779785,1450.853149,2239.773193,567.9425049,59460.99778,59631.00194,66160.99875,70000.00018,55000.00121,138800.0012,681.999973,2166.7807620000003,1722.825562,170.9826965,187.98097230000002,26.99726677,34023008300
41710,34023008403,NJ,Middlesex County,Census Tract 84.03,30738,35620,20764,0,6309.0,132.0,1077.0,648.0,600.0,103.0,27.0,31.0,92.0,0.0,6.0,1541.0,745.0,611.0,5842.0,1671.0,122.0,4178.0,943.0,2187.0,4790.0,3184.0,597.0,3526.0,125.0,2512.0,1696.0,3401.0,1825.0,427.0,276.0,4520.0,466.0,4179.0,366.0,6301.0,155.0,33.0,1742.0,38.0,4165.0,136.0,533.0,7.0,0.0,0.0,323.0,12.0,1168.0,0.0,34665.0,2281.0,631.0,2260.0,1693.0,2281.0,366.0,86112,84213,77959,31591,100462.963,206600,1004,2269.0,1613.0,208.0,96.0,335.0,34023008403
41711,34023008404,NJ,Middlesex County,Census Tract 84.04,36660,35620,20764,0,3873.0,152.0,631.0,344.0,361.0,146.0,4.0,27.0,0.0,0.0,0.0,538.0,260.0,243.0,3597.0,719.0,84.0,2613.0,1202.0,780.0,3042.0,1822.0,546.0,1924.0,95.0,1565.0,931.0,1829.0,716.0,258.0,162.0,2898.0,359.0,2450.0,411.0,3873.0,99.0,38.0,1061.0,9.0,3108.0,74.0,147.0,7.0,4.0,0.0,176.0,6.0,378.0,12.0,25243.0,1538.0,909.0,1479.0,691.0,1538.0,273.0,57768,58393,28438,57750,70555.55556,160500,671,1482.0,1214.0,72.0,43.0,128.0,34023008404
41712,34023008405,NJ,Middlesex County,Census Tract 84.05,36660,35620,20764,0,4907.0,144.0,859.0,315.0,476.0,38.0,19.0,37.0,9.0,7.0,0.0,1145.0,642.0,370.0,4484.0,1289.0,61.0,3004.0,721.0,1495.0,3494.0,2489.0,320.0,2561.0,78.0,1801.0,1218.0,2483.0,1418.0,283.0,252.0,3232.0,236.0,3169.0,197.0,4907.0,96.0,23.0,1304.0,5.0,3206.0,61.0,313.0,0.0,10.0,0.0,155.0,28.0,1048.0,0.0,30770.0,1450.0,411.0,1420.0,1043.0,1450.0,30.0,101314,102798,89190,79691,113793.1034,257000,1375,1439.0,952.0,114.0,60.0,282.0,34023008405
41713,34023008406,NJ,Middlesex County,Census Tract 84.06,99999,35620,20764,0,2127.0,101.0,370.0,165.0,227.0,18.0,5.0,0.0,11.0,0.0,0.0,283.0,247.0,60.0,2001.0,333.0,34.0,1440.0,318.0,700.0,1664.0,1112.0,171.0,1218.0,56.0,814.0,569.0,1162.0,564.0,117.0,71.0,1585.0,183.0,1455.0,115.0,2122.0,71.0,5.0,589.0,12.0,1675.0,41.0,17.0,0.0,0.0,0.0,87.0,0.0,290.0,30.0,33482.0,756.0,140.0,756.0,357.0,756.0,14.0,100473,91259,200001,101219,109375,217000,576,739.0,576.0,17.0,42.0,85.0,34023008406
41714,34023008501,NJ,Middlesex County,Census Tract 85.01,99999,35620,20764,0,4317.0,197.0,445.0,238.0,356.0,63.0,65.0,14.0,19.0,0.0,21.0,1319.0,397.0,866.0,3976.0,1506.0,147.0,3051.0,784.0,1534.0,3462.0,1897.0,564.0,2669.0,120.0,1745.0,1193.0,2549.0,1345.0,351.0,111.0,3398.0,229.0,3299.0,398.0,4299.0,335.0,12.0,1091.0,36.0,2314.0,132.0,612.0,65.0,0.0,0.0,360.0,90.0,850.0,48.0,33453.0,1995.0,116.0,1945.0,1828.0,1995.0,1468.0,62824,63563,65682,41652,69321.42857,165000,871,1950.0,1173.0,304.0,119.0,321.0,34023008501
41715,34023008502,NJ,Middlesex County,Census Tract 85.02,99999,35620,20764,0,3175.0,122.0,466.0,374.0,185.0,26.0,0.0,0.0,0.0,0.0,0.0,502.0,302.0,68.0,2972.0,694.0,46.0,2000.0,693.0,864.0,2365.0,1600.0,255.0,1723.0,79.0,1179.0,822.0,1644.0,816.0,249.0,175.0,2189.0,200.0,2048.0,206.0,3175.0,66.0,0.0,869.0,16.0,2209.0,66.0,129.0,0.0,6.0,0.0,141.0,0.0,543.0,0.0,33106.0,1029.0,368.0,990.0,494.0,1029.0,29.0,89075,85805,55972,78221,115073.5294,246000,828,998.0,766.0,47.0,47.0,121.0,34023008502
41716,34023008503,NJ,Middlesex County,Census Tract 85.03,16630,35620,20764,0,7437.0,189.0,1049.0,573.0,401.0,101.0,42.0,8.0,11.0,0.0,8.0,1787.0,791.0,729.0,6859.0,2112.0,152.0,4690.0,1269.0,2301.0,5319.0,3610.0,654.0,4019.0,71.0,2792.0,1957.0,3948.0,2155.0,515.0,253.0,5069.0,341.0,4825.0,739.0,7437.0,183.0,8.0,2037.0,39.0,4465.0,108.0,732.0,6.0,18.0,0.0,397.0,0.0,1694.0,69.0,29552.0,2688.0,347.0,2490.0,1879.0,2688.0,482.0,78512,77857,78109,72404,86141.30435,162500,928,2474.0,1571.0,252.0,71.0,548.0,34023008503
41717,34023008504,NJ,Middlesex County,Census Tract 85.04,99999,35620,20764,0,5589.0,230.0,1009.0,374.0,560.0,121.0,41.0,10.0,23.0,8.0,4.0,1041.0,664.0,311.0,5141.0,1386.0,151.0,3896.0,918.0,2337.0,4304.0,2618.0,675.0,3157.0,80.0,2247.0,1471.0,3077.0,1983.0,382.0,249.0,4106.0,269.0,3696.0,208.0,5494.0,151.0,4.0,1438.0,21.0,3992.0,141.0,304.0,10.0,0.0,0.0,275.0,0.0,905.0,0.0,36400.0,2125.0,356.0,2088.0,1491.0,2125.0,654.0,81917,81253,70875,108932,92500,224300,869,2088.0,1616.0,126.0,81.0,265.0,34023008504
41718,34023008601,NJ,Middlesex County,Census Tract 86.01,99999,35620,20764,0,3703.0,292.0,216.0,285.0,380.0,90.0,119.0,6.0,19.0,9.0,0.0,1059.0,407.0,489.0,3445.0,1143.0,63.0,2635.0,272.0,1968.0,2907.0,2096.0,313.0,2025.0,21.0,1456.0,926.0,2004.0,1583.0,296.0,238.0,2782.0,242.0,2441.0,144.0,3697.0,51.0,0.0,1063.0,0.0,2468.0,35.0,105.0,0.0,0.0,0.0,87.0,8.0,945.0,0.0,47407.0,1563.0,122.0,1439.0,1074.0,1563.0,244.0,104562,107101,79543,101168,99038.46154,266400,753,1436.0,1063.0,25.0,17.0,298.0,34023008601
41719,34023008602,NJ,Middlesex County,Census Tract 86.02,60975,35620,20764,0,4478.0,102.0,371.0,332.0,329.0,43.0,6.0,0.0,12.0,0.0,0.0,1206.0,392.0,634.0,4177.0,1302.0,59.0,2963.0,280.0,2131.0,3377.0,2105.0,296.0,2678.0,57.0,1624.0,1166.0,2621.0,1831.0,345.0,186.0,3227.0,175.0,3244.0,138.0,4474.0,179.0,0.0,1084.0,20.0,2572.0,99.0,381.0,8.0,0.0,0.0,164.0,18.0,1304.0,54.0,42204.0,1895.0,61.0,1835.0,1612.0,1895.0,1281.0,82677,86587,64375,82348,99094.2029,308000,933,1837.0,1163.0,158.0,55.0,429.0,34023008602
41720,34023008604,NJ,Middlesex County,Census Tract 86.04,59285,35620,20764,0,5271.0,120.0,490.0,322.0,307.0,78.0,59.0,7.0,44.0,7.0,0.0,2018.0,706.0,1166.0,4860.0,2206.0,92.0,3564.0,399.0,2525.0,4073.0,2560.0,416.0,3260.0,36.0,2078.0,1459.0,3224.0,2149.0,400.0,196.0,3935.0,193.0,3871.0,275.0,5267.0,142.0,19.0,1392.0,17.0,2682.0,58.0,311.0,17.0,0.0,0.0,225.0,0.0,1853.0,67.0,38291.0,2346.0,286.0,2240.0,1889.0,2346.0,1392.0,68634,70804,65625,67875,73189.65517,186000,858,2247.0,1281.0,144.0,91.0,664.0,34023008604
41721,34023008605,NJ,Middlesex County,Census Tract 86.05,60975,35620,20764,0,3249.092912,140.2831726,295.4594421,188.3253632,210.42475890000003,27.38404465,40.83585739,3.8433747289999998,12.01054573,3.362952948,0.0,1291.373901,286.33142089999996,939.7051392000001,3004.0778809999997,1372.084839,99.44731903,2298.818604,372.8073425,1525.819824,2635.5942379999997,1353.828735,299.7832336,2137.396729,81.67171478,1266.872437,893.1041869999999,2055.725098,1357.6721189999998,297.8615417,48.04218292,2571.217773,109.05575559999998,2517.8908690000003,216.67025759999999,3249.092912,110.01660159999999,0.0,755.7035522000001,7.6867494579999995,1649.768555,53.80724716,326.20642089999996,12.49096775,4.804218292,0.0,201.2967529,8.647593497999999,990.6298218000001,30.26657677,32772.99893,1599.324341,48.04218292,1550.801758,1450.393555,1599.324341,1289.452271,60416.99933,59599.00171,52292.00248,50216.0004,69360.90194,146800.0003,814.9999629,1547.919189,901.75177,152.29371640000002,67.73947906,389.14169310000005,34023008605
41722,34023008606,NJ,Middlesex County,Census Tract 86.06,60975,35620,20764,0,3513.9070880000004,151.7168274,319.5405579,203.6746368,227.57524109999997,29.61595535,44.16414261,4.156625271,12.98945427,3.637047052,0.0,1396.626099,309.66857910000004,1016.294861,3248.9221190000003,1483.915161,107.552681,2486.181396,403.1926575,1650.180176,2850.4057620000003,1464.171265,324.2167664,2311.603271,88.32828522,1370.127563,965.8958130000001,2223.274902,1468.3278810000002,322.1384583,51.95781708,2780.782227,117.94424440000002,2723.1091309999997,234.32974240000001,3513.9070880000004,118.98339840000001,0.0,817.2964477999999,8.313250542,1784.231445,58.19275284,352.79357910000004,13.50903225,5.195781708,0.0,217.7032471,9.352406502000001,1071.370117,32.73342514,32773.00099,1729.675659,51.95781708,1677.198242,1568.606445,1729.675659,1394.547729,60417.00062,59598.99842,52291.99771,50215.99963,69360.90255,146799.9997,815.0000343,1674.080811,975.24823,164.70628359999998,73.26052094,420.8583069,34023008606
41723,34023008700,NJ,Middlesex County,Census Tract 87,15520,35620,20764,0,3227.0,67.0,421.0,330.0,405.0,84.0,0.0,8.0,12.0,8.0,0.0,370.0,260.0,74.0,3030.0,435.0,31.0,2142.0,450.0,1342.0,2399.0,1711.0,275.0,1551.0,28.0,1237.0,639.0,1523.0,920.0,155.0,227.0,2240.0,229.0,1996.0,121.0,3172.0,51.0,3.0,888.0,6.0,2741.0,48.0,58.0,0.0,0.0,0.0,58.0,0.0,286.0,0.0,50698.0,1121.0,534.0,1091.0,598.0,1121.0,118.0,111680,106768,57500,128364,156818.1818,352200,673,1094.0,970.0,24.0,21.0,75.0,34023008700
41724,34023008800,NJ,Middlesex County,Census Tract 88,99999,35620,20764,0,6407.0,103.0,605.0,281.0,494.0,36.0,23.0,28.0,17.0,0.0,5.0,2050.0,649.0,1142.0,6245.0,2930.0,148.0,2191.0,490.0,1420.0,5948.0,2266.0,379.0,3295.0,629.0,2860.0,1494.0,2666.0,1305.0,147.0,140.0,5821.0,228.0,5684.0,401.0,2823.0,458.0,0.0,836.0,63.0,1232.0,176.0,318.0,52.0,0.0,0.0,79.0,19.0,1123.0,211.0,12894.91875,1059.0,461.0,1027.0,742.0,1059.0,493.0,57470.1785,68001.62366,90191.28169,21667,34091.75416,220161.0169,687.503006,1014.0,465.0,71.0,36.0,381.0,34023008800
41725,34023008900,NJ,Middlesex County,Census Tract 89,99999,35620,20764,0,3752.0,85.0,271.0,180.0,213.0,21.0,59.0,50.0,18.0,0.0,10.0,1501.0,433.0,956.0,3378.0,1668.0,188.0,2547.0,868.0,1025.0,2942.0,1573.0,459.0,2209.0,108.0,1548.0,1044.0,2101.0,869.0,277.0,50.0,2859.0,131.0,2743.0,529.0,3674.0,167.0,0.0,960.0,18.0,1254.0,69.0,759.0,55.0,12.0,0.0,610.0,9.0,860.0,28.0,28148.32202,1629.0,308.0,1542.0,1345.0,1629.0,1542.0,53760.63619,49046.44491,57436.41096,48599.91935,72036.61434,48644.44444,753.9286846,1597.0,717.0,292.0,186.0,320.0,34023008900
41726,34023009000,NJ,Middlesex County,Census Tract 90,2350,35620,20764,0,6038.0,82.0,411.0,170.0,254.0,19.0,0.0,17.0,0.0,4.0,0.0,899.0,293.0,610.0,5796.0,1960.0,202.0,5018.0,3065.0,977.0,5449.0,2540.0,900.0,2193.0,382.0,1345.0,923.0,1811.0,703.0,263.0,108.0,5350.0,594.0,2599.0,1016.0,3403.0,678.0,18.0,721.0,34.0,1583.0,356.0,815.0,245.0,0.0,0.0,335.0,87.0,653.0,15.0,15108.14641,1116.0,257.0,1082.0,771.0,1116.0,477.0,59819.23491,48763.51351,61098.93305,72813,108898.3051,66940.7155,1109.161616,1077.0,555.0,239.0,84.0,184.0,34023009000
41727,34023009100,NJ,Middlesex County,Census Tract 91,60540,35620,20764,0,2900.0,93.0,843.0,182.0,357.0,0.0,9.0,46.0,6.0,0.0,0.0,268.0,173.0,56.0,2730.0,399.0,70.0,1991.0,1314.0,274.0,2308.0,1315.0,416.0,1476.0,54.0,1193.0,685.0,1422.0,410.0,149.0,99.0,2188.0,303.0,1819.0,273.0,2887.0,60.0,15.0,812.0,6.0,2420.0,46.0,102.0,0.0,5.0,0.0,285.0,14.0,31.0,0.0,23683.10526,1001.0,853.0,985.0,414.0,1001.0,173.0,60784.04913,60373.32944,83079,43206.27273,158750,158090.6103,669.7883212,977.0,856.0,30.0,77.0,10.0,34023009100
41728,34023009200,NJ,Middlesex County,Census Tract 92,65790,35620,20764,0,4473.0,114.0,678.0,287.0,605.0,36.0,0.0,35.0,30.0,0.0,0.0,509.0,352.0,75.0,4224.0,803.0,67.0,3207.0,1817.0,622.0,3640.0,2171.0,516.0,2326.0,116.0,1894.0,1086.0,2210.0,632.0,223.0,114.0,3505.0,363.0,3029.0,462.0,4381.0,148.0,21.0,1243.0,15.0,3578.0,124.0,198.0,0.0,0.0,0.0,362.0,11.0,217.0,13.0,24827.72247,1624.0,734.0,1596.0,848.0,1624.0,130.0,61902.91053,60168.3213,79440.64557,62372.04211,62571.42857,139983.2476,892.8571429,1643.0,1385.0,79.0,95.0,75.0,34023009200
41729,34023009300,NJ,Middlesex County,Census Tract 93,51210,35620,20764,1,4217.346384,46.88588905,138.3316345,54.7636261,58.70656967,0.0,24.0,0.0,0.0,0.0,0.0,1497.003052,192.65766530000002,1123.214966,3832.827271,2072.959747,1033.152313,2227.093201,1503.644409,387.2231293,3255.088135,941.0356598,620.8181304999999,1967.2480469999998,250.19306949999998,1619.9026789999998,871.149765,1717.054993,411.182373,289.6984215,50.81253052,3104.2185059999997,117.62506100000002,2861.308167,680.630661,4121.60721,1441.807434,128.0,654.3479308999999,121.0,820.9597472999999,297.1197128,1241.948547,663.1197128,25.0,9.0,1849.579193,433.6739655,222.1197128,75.89403915,12232.23819,1618.8537900000001,817.8018341,1414.1635130000002,1225.3183900000001,1618.8537900000001,1404.147217,26454.91364,30221.84823,14387.35265,31560.54547,51601.0444,136333.6031,613.7298625,1431.0738529999999,424.39428710000004,470.7636261,396.5435562,104.3723907,34023009300
41730,34023009400,NJ,Middlesex County,Census Tract 94,99999,35620,20764,0,5112.0,212.0,486.0,239.0,262.0,55.0,50.0,23.0,22.0,0.0,0.0,2101.0,940.0,1041.0,4804.0,2208.0,347.0,3548.0,1196.0,1571.0,4138.0,2281.0,682.0,2854.0,128.0,2133.0,1335.0,2726.0,1327.0,383.0,150.0,4002.0,304.0,3488.0,459.0,5112.0,293.0,32.0,1360.0,34.0,2823.0,124.0,297.0,15.0,4.0,0.0,367.0,0.0,1452.0,97.0,27300.750439999996,2139.0,1161.0,2064.0,1352.0,2139.0,1214.0,59739.85303,60406.21997,48587.54688,59939.45946,73561.03934,177008.9501,770.4972376,2082.0,1332.0,128.0,111.0,452.0,34023009400
41731,34025800100,NJ,Monmouth County,Census Tract 8001,31500,35620,20764,0,5274.501679999999,124.6707006,866.8925308,499.0304743,1251.1589119999999,145.098953,0.007523197,12.63618386,7.468311995,37.20860673,0.004355535,323.3315922,162.3254872,74.10586409,5020.7674,431.5298516,1.597448662,3917.332458,1817.155961,1052.5791869999998,4448.264554,1767.720191,1295.441055,2996.50364,169.47941880000002,2210.182339,1324.774351,2827.024342,996.3709544,235.2755449,360.1256524,4300.3269390000005,589.331549,3772.035863,651.3957131,5250.769353,625.1480825,70.46051282,1263.400383,103.56145459999999,4814.887775,566.920679,30.08371944,0.46211144299999996,0.49511942299999995,0.0,193.72861719999997,0.011086816000000001,52.27993026,0.0,30169.458639999997,2884.1973359999997,1667.985816,2512.582505,1766.152488,2884.1973359999997,1199.858381,46804.00376,47619.06302,28091.00128,44714.50078,42619.41375,132876.7235,655.957547,2511.198479,2370.354142,14.67849976,56.10131162,14.99068546,34025800100
41732,34025800200,NJ,Monmouth County,Census Tract 8002,2110,35620,20764,0,4710.043436999999,161.89137030000003,582.8735173,650.54108,916.306128,98.94967231,18.93619156,0.177652329,22.08286899,11.00137564,10.96305847,295.7544502,188.3091342,55.38307935,4392.87858,327.9256682,33.056377600000005,3369.604663,1181.7119910000001,1236.697527,3827.857035,2062.803898,911.1626773,2585.190099,152.81709650000002,2005.877327,1260.4953779999998,2432.372849,1131.9529890000001,145.1679063,329.5288159,3700.4928210000003,497.71353339999996,3104.934067,428.8237318,4708.799871,230.51333309999998,87.78110211,1321.8513679999999,19.93283272,4255.053509,194.5854764,147.3632284,0.048767305999999996,0.052250687000000004,0.0,167.12189019999997,27.90596581,6.558090746,0.0,34868.34538,2057.0617030000003,1538.670292,1970.019413,1341.930867,2057.0617030000003,563.8719691,65028.81291,65940.41479,17349.17212,61589.71649,74999.99887,186263.8741,739.1278256,1989.9104730000001,1840.6340460000001,59.08749408,57.05241121,0.215969503,34025800200
41733,34025800400,NJ,Monmouth County,Census Tract 8004,39990,35620,20764,0,3780.4664439999997,41.17410012,696.8652041,374.72590210000004,985.7410564999999,70.19874014,0.039584938,8.062430948,5.030934445,5.013862612,0.0,86.73448393,62.33934353,0.311285403,3545.9451719999997,166.95037539999998,10.05312675,2508.9010559999997,1115.195136,555.9821149,2951.773439,1648.2013140000001,449.95582740000003,2117.506043,94.15746634,1483.368127,1004.001966,2023.348577,658.8321952,141.4090731,223.396809,2788.434892,357.8095293,2560.673741,441.6839289,3770.3387420000004,127.16351680000001,11.06178668,1023.315334,26.00828522,3573.535818,127.15876159999999,43.11853777,0.004755204,7.020744722000001,0.0,100.3464292,0.0,16.27548118,0.0,26610.75101,1339.165702,1045.935946,1305.1119210000002,652.7040445,1339.165702,101.6941752,67703.00639,67701.47856,100704.2696,76355.6464,72756.37958,161982.3531,732.3877228,1306.112448,1263.828653,13.02785191,20.11123112,0.129687198,34025800400
41734,34025800500,NJ,Monmouth County,Census Tract 8005,60360,35620,20764,0,4088.0,7.0,920.0,384.0,959.0,151.0,0.0,12.0,15.0,0.0,0.0,186.0,100.0,66.0,3748.0,326.0,11.0,2648.0,1472.0,409.0,3160.0,1768.0,475.0,2238.0,127.0,1512.0,951.0,2111.0,592.0,113.0,138.0,2971.0,409.0,2739.0,603.0,4072.0,246.0,14.0,1094.0,40.0,3736.0,214.0,44.0,18.0,6.0,0.0,192.0,9.0,44.0,5.0,24468.0,1403.0,1023.0,1346.0,651.0,1403.0,101.0,61250,61061,61042,61250,112500,146900,763,1347.0,1252.0,15.0,60.0,5.0,34025800500
