,pop00,phisp00,pnhblk00,pasian00,popden00,unempden00,hinc00,mrent00,pag25up00
38,6093.0,0.11357295256852125,0.12916461513211883,0.07877892663712457,15302704.161897564,188364.1575812108,85888,1018,0.7232890201871
39,5322.0,0.04885381435550545,0.014656144306651634,0.3006388575723412,9020627.93342381,149157.32020693258,106478,1941,0.7367531003382187
40,7199.0,0.0251423808862342,0.005973051812751771,0.03111543269898597,24680779.00590981,479970.6988230829,73250,749,0.7103764411723851
41,5827.0,0.07980092672043933,0.014758881070876952,0.05543161146387506,16811171.66595377,190413.13367992945,60159,876,0.7341685258280419
42,5719.0,0.05822696275572652,0.007693652736492394,0.0493093198111558,24473025.381186742,239637.94742900113,82050,918,0.6807134114355656
43,5458.0,0.04745327958959326,0.003297911322828875,0.04617075851960425,20268015.725870527,267368.47421448847,85351,955,0.7112495419567607
44,7434.0,0.06806564433683078,0.010761366693570083,0.07976863061608824,24344640.33366153,311103.15196365956,65754,1035,0.7109227871939736
45,7015.0,0.40199572344975054,0.01097647897362794,0.03934426229508197,111348201.49002287,4460277.208652377,35427,778,0.6604419101924448
46,6240.0,0.3350961538461538,0.017788461538461538,0.07612179487179487,36559742.852301404,837827.4403652406,45593,791,0.6772435897435898
47,2932.0,0.07435197817189632,0.019781718963165076,0.3669849931787176,33174235.729094263,475210.7437319096,52500,921,0.7690995907230559
48,3807.9998200000005,0.08415054271194793,0.03631062640123759,0.39398355512527305,43304201.921923555,1136261.89048887,50631.99981,1112.000026,0.7735224215425515
49,3737.9999549999998,0.08415054087393643,0.03631062804547305,0.3939835710886198,60040873.18039204,1575416.5463977065,50632.00061,1111.999979,0.773522416481677
50,1368.0,0.13523391812865498,0.027046783625730993,0.3713450292397661,16991110.854972906,173885.6374046935,42357,990,0.7142857142857143
51,3019.0,0.08068995746936072,0.012863616588274262,0.25171757661477306,101347539.54084472,1022216.0818968894,52014.9993,797.0000073,0.7919894378933421
52,3822.0,0.0806899537414966,0.012863616305599162,0.25171759188906334,81548668.57808678,822519.7869058074,52015.00055,796.9999942,0.7919895047095762
53,5648.000129,0.08561808469462943,0.012506011915142431,0.4188311862554492,59502466.449078634,901552.5257451944,58271.00014,1141.999961,0.7163299742552112
54,2668.0001190000003,0.08561808534911837,0.012506012594372,0.4188311844674246,43813251.99782623,663837.146600475,58270.99838,1141.999942,0.716329974421564
55,6008.370648,0.05781962634339798,0.008160637472710055,0.1928396793206623,71641851.79425353,1253656.8348701883,82300.14284,1354.93856,0.832896888876098
56,2374.999971,0.0578150834427947,0.00815795667645505,0.1928351817230401,38999119.091263406,682415.4378781341,82301.99782,1355.000014,0.8329003358628252
57,3808.0,0.030987394957983194,0.010766806722689076,0.06171218487394958,3548052.1958468454,65221.54771777289,101006,879,0.6696428571428571
58,6614.0,0.025400665255518595,0.010885999395222256,0.06864227396431812,3968405.51231536,27000.037504413547,156315,1469,0.6554278802540067
59,6557.0,0.1349702607899954,0.016928473387219766,0.027604087235016013,57587381.53580589,2011210.9763153193,49024,691,0.6975751105688577
60,5045.0,0.13974231912784935,0.017244796828543112,0.022001982160555007,36994369.13617889,1334583.782514283,41646,682,0.690386521308226
61,4261.0,0.17859657357427833,0.021121802393804272,0.03754987092231871,49290718.10674209,1885563.7294998735,44241,718,0.693733865289838
62,4674.0,0.17736414206247325,0.049636285836542574,0.03572956782199401,43001640.77047867,1499629.3208361198,45475,720,0.696405648267009
63,4857.0,0.28330245007206095,0.03891290920321186,0.020588840848260244,48635793.83108238,1752370.582754667,37679,650,0.6681078855260448
64,4392.0,0.3262750455373406,0.04348816029143898,0.037340619307832425,71969338.58474775,4424344.585127935,40426,703,0.6279599271402551
65,4037.678307,0.01977313352863899,0.03526351080351186,0.04628139660755791,17386411.92524282,212856.68336951247,100416.029,1039.177745,0.6535498056953054
66,7531.0,0.03133713982206878,0.011286681715575621,0.08113132386137299,14466515.764444653,240116.11612741754,105726,950,0.676005842517594
67,2988.0,0.38788487282463185,0.21285140562248997,0.11211512717536815,9903161.190837147,497146.6461263628,42213,798,0.7192101740294511
68,6513.0,0.17165668662674652,0.23506832488868418,0.09150928911407953,46543274.97810618,1086224.1358317425,51601,798,0.747888837709197
69,2735.000028,0.11346362903949486,0.1465798092854718,0.0758686232086576,23533876.505978085,558961.4928497983,60408.99888,951.0000098,0.8087676304769678
70,4632.999972,0.1134636315944273,0.14657980835403298,0.07586862307885203,74076919.14325295,1759427.396545448,60409.00066,950.9999942,0.8087676517689389
71,3586.0,0.17177914110429449,0.18460680423870607,0.15253764640267709,77315150.28324717,3298722.251348806,51450,873,0.7841606246514222
72,5484.0,0.2948577680525164,0.2551057622173596,0.09974471188913202,33503676.926877365,1172995.253457413,45050,731,0.7199124726477024
73,3728.9999020000005,0.23267386186699876,0.4592790383505888,0.04648622331875834,54013690.19738935,2648565.372023778,48440.00105,749.9999885,0.716227690584691
74,4510.0000979999995,0.23267385991085632,0.4592790119713209,0.046486224666153,70102430.69237414,3437478.1883040657,48439.99914,750.0000095,0.7162277032837441
75,3248.999932,0.4468760915320327,0.18425696873791128,0.04788798453566726,28938515.9256721,1239395.1497600768,42954.0005,725.9999949,0.6916108045643382
76,5249.999814,0.4468760853559909,0.18425697035653266,0.04788798765850776,41903464.81328079,1794665.404691316,42954.00067,726.0000021,0.6916107945980206
77,5482.0,0.027544691718350965,0.006202116016052536,0.1585187887632251,4749306.92709355,66708.61608650188,102127,940,0.6763954761036118
78,4740.0,0.025738396624472575,0.006751054852320675,0.14810126582278482,8290277.924800245,117183.25336742961,100302,1031,0.6569620253164556
79,5925.0,0.10447257383966245,0.025654008438818564,0.09451476793248945,23750817.976998404,569217.9160732107,65120,829,0.7292827004219409
80,5737.0,0.060135959560746036,0.009935506362210215,0.0453198535820115,33186056.12704492,509041.82310963096,63482,714,0.695485445354715
81,4497.0,0.04536357571714476,0.00622637313764732,0.04469646430953969,13328048.861098303,142260.69498170304,78526,809,0.6826773404491884
82,5590.0,0.04025044722719141,0.014132379248658318,0.06118067978533095,11725883.553892143,209765.3587458344,87094,900,0.6856887298747764
83,4089.7354229999996,0.01995619842814463,0.005936780813119118,0.06050518495851364,8431073.344484223,13260.761911973223,129505.7771,1455.437457,0.6838348200403869
84,5144.0,0.13627527216174184,0.031493001555209954,0.2987947122861586,17628219.250932217,390672.0440525413,66598,848,0.7004276827371695
85,3770.0,0.11511936339522547,0.016976127320954906,0.22254641909814324,23746764.26404502,88184.27047655974,84901,771,0.6944297082228117
86,4396.0,0.1410373066424022,0.08393994540491356,0.30641492265696085,35752306.17918842,797025.9339309522,48004,741,0.7329390354868062
87,6404.0,0.1594316052467208,0.0231105559025609,0.09790755777638975,18430663.993384823,509404.67314633256,51146,794,0.7089319175515303
88,5073.0,0.18805440567711412,0.03213088902030357,0.09619554504238123,21805219.05151205,447022.0345667757,39503,777,0.7261975162625666
89,7059.0,0.20059498512537186,0.045615526278509705,0.0570902394106814,45592594.411412545,1291757.881042996,44838,729,0.7030740898144213
90,4555.0,0.16575192096597147,0.027222832052689352,0.07771679473106477,39352831.30381052,647960.9984161996,44200,736,0.6996706915477497
91,7284.0,0.16254805052169138,0.036243822075782535,0.13522789676002198,55895927.61352605,1588475.702361325,46667,765,0.7115595826468973
92,4398.0,0.09436107321509778,0.0034106412005457027,0.09117780809458845,4563025.234211414,154590.89583844945,50152,734,0.7389722601182356
93,4644.0,0.09237726098191215,0.009689922480620155,0.05813953488372093,39173936.612286136,1096600.2927642546,54810,691,0.7304048234280792
94,4967.0,0.08999396013690357,0.008053150795248641,0.032615260720756996,31534470.34528446,888831.4572860528,56496,767,0.7346486812965572
95,5374.0,0.08429475251209527,0.0070710829921845925,0.05098622999627838,40654873.54156171,1021289.156700936,51014,707,0.7391142538146632
96,5626.087568999999,0.018145423964338585,0.0055134268280707605,0.044827210829359206,3394840.4716780786,96576.96905402634,103113.6437,1623.664629,0.6721023365926924
97,4831.999872,0.056082828058485516,0.04511278157583527,0.06828547020706544,9513284.777587017,466693.8594252429,69759.99912,1381.999993,0.6219647300520458
98,3280.999886,0.05608282776392635,0.045112781177341375,0.0682854692119913,822844.8462081155,40366.356397605145,69760.00292,1382.000005,0.6219647457799394
99,5359.000127,0.04560418296478238,0.01597598736164389,0.07910534186482956,8817210.275071312,163914.05622836525,82007.0003,957.999969,0.7310224795969668
100,4968.999873,0.045604182630656305,0.015975987870587738,0.07910534774529666,11742654.744713424,218298.77140880437,82006.99968,958.0000335,0.7310224455302577
101,3640.0,0.09587912087912089,0.015384615384615385,0.05357142857142857,27598499.141496487,288116.1998288095,70064,1006,0.740934065934066
102,2568.0,0.10163551401869159,0.023753894080996884,0.07242990654205607,19279243.626002047,533032.0472921126,67083,818,0.7286036036036037
103,3315.0,0.15233785822021115,0.044343891402714934,0.10135746606334842,36188591.65651042,753246.7041626604,51159,797,0.750232991612302
104,6947.0,0.03685043903843386,0.005326040017273643,0.024758888728947746,15874248.346881542,150813.35697339597,76462,967,0.7005901828127249
105,7050.763257,0.030952340866548543,0.005135675537545566,0.055112463223639344,6302218.130544445,91295.48966731975,92984.33507,972.6569539,0.6850653517836587
106,5776.713727,0.023601899668794165,0.008897465048297,0.04641161381199945,5871573.233980814,39907.89738001719,122705.8238,1125.980723,0.660261950695761
107,2203.0,0.15070358601906492,0.02723558783477077,0.05946436677258284,4866436.197714465,121495.22962973017,58333,876,0.7371765773944621
108,2764.3148760000004,0.12652444619698958,0.009438988407773557,0.06929965246115471,5301642.95244315,69395.5377483855,50611.02722,763.4651212,0.7197253421719095
109,5443.0,0.0736726070181885,0.01947455447363586,0.11482638250964541,23150423.056245044,365779.2362368315,73800,793,0.6909792393900422
110,4034.0,0.07932573128408528,0.012890431333663858,0.1499752107089737,24587110.33747697,396173.0718730796,81877,1305,0.6998016856717898
111,6923.0,0.08738985988733208,0.040011555683952045,0.18749097212191246,28367815.526968934,708888.0667579988,47959,721,0.7610862342914921
112,5241.0,0.08376264071742034,0.0022896393817973667,0.057622591108567066,10950752.636424186,319684.2498326465,49148,674,0.7553901927113147
113,4094.0,0.11431362970200293,0.010503175378602833,0.08011724474841231,62368000.9238412,746466.0589321492,45975,742,0.738886174890083
114,5846.0,0.11939787889154978,0.00376325692781389,0.04943551146082792,37765165.509405255,710600.1036665376,58575,711,0.7300718439958946
115,3765.0,0.05258964143426295,0.008764940239043825,0.036653386454183264,2968084.474752987,29956.762294983666,76762,862,0.702523240371846
116,5797.0,0.03570812489218561,0.00897015697774711,0.03070553734690357,10894527.586598389,229279.34544850845,93928,1341,0.6808694152147663
117,2904.0,0.026859504132231406,0.011363636363636364,0.025482093663911846,4598088.247721227,60167.821423349385,89236,1633,0.7283057851239669
118,3549.000031,0.03094320950711764,0.004970796637335954,0.08587051364835563,8586716.020481113,122713.10498919914,91014.0037,915.9999763,0.6980241128095949
119,4498.0002079999995,0.030943208039976154,0.004970796677651021,0.08587051070229743,15103436.31513811,215843.82644349214,91014.00193,916.0000228,0.6980241220122239
120,4810.0,0.19085239085239086,0.0158004158004158,0.4397089397089397,34291246.06063804,527557.6317021237,45839,819,0.7257796257796257
121,3906.0,0.14746543778801843,0.006400409626216078,0.4487967229902714,68542991.85483766,1772361.028504507,56691,863,0.706605222734255
122,4560.000083,0.1578317580043781,0.012803637957740801,0.3961947987096122,58663132.18393966,1446045.878406102,46391.00164,871.0000095,0.7086275206543675
123,3796.999917,0.15783175757177664,0.012803637322281246,0.3961948164035211,47953263.45387998,1182047.636059571,46390.99803,870.9999886,0.7086274705862733
124,7364.0,0.05173818576860402,0.006518196632265073,0.1758555133079848,15164275.554604415,160621.06100748837,70060,1316,0.6955458989679522
125,4443.0,0.042538825118163405,0.008102633355840648,0.1586765698852127,12191755.396255765,76833.02973107393,79896,2001,0.7186585640333109
126,5512.0,0.04299709724238026,0.027576197387518143,0.14713352685050798,8818028.292227373,143980.8683418838,81050,896,0.7398403483309144
127,4572.0,0.04243219597550306,0.008967629046369203,0.1800087489063867,6230144.15485561,73584.37978175917,85846,1375,0.7163167104111986
128,3846.0,0.0655226209048362,0.009620384815392615,0.25091003640145604,5484680.549288972,37077.923630138655,72500,967,0.6749869994799792
129,4008.0,0.028942115768463075,0.0054890219560878245,0.04940119760479042,10420984.601850182,75401.33569202975,100617,955,0.7143213572854291
130,4644.98414,0.07357846244443798,0.012519591970016931,0.03502675804615342,13492041.578470076,111981.97469881299,74384.32844,893.0027642,0.7294685628356096
131,5942.115672999999,0.017481929335709856,0.004202386946700558,0.041015296488995164,7905445.297644438,118269.40010555176,105356.001,807.999982,0.6557404484239499
132,3514.5238799999997,0.03758767045281821,0.014144721500654593,0.07615229263999197,12030168.118748164,190359.76289186277,80713.75165,1082.372514,0.6935702633495836
133,4893.9179460000005,0.037610094147663496,0.014163294880465492,0.07617234148862045,9746399.383285843,154281.25767268758,80677.00251,1081.999978,0.6936443784830061
134,7926.0,0.1270502144839768,0.008453192026242746,0.17347968710572798,41219455.62862155,722874.6318923031,53966,855,0.7103204642947262
135,2904.0,0.16769972451790632,0.009986225895316805,0.19490358126721763,4884219.531231937,80730.90134267665,54750,815,0.7255509641873278
136,4054.0,0.19634928465712875,0.05032067094227923,0.09052787370498273,13867175.150974343,304434.7776114249,55341,760,0.7301430685742477
137,4284.0,0.23412698412698413,0.026143790849673203,0.05859010270774977,35314727.09866332,585281.4248377908,56059,810,0.6673669467787114
138,4535.0,0.23461962513781698,0.0392502756339581,0.09547960308710034,40186864.270478845,1072240.4799841102,47409,765,0.7067254685777288
139,5931.0,0.029843196762771876,0.01079076041139774,0.1308379699881976,14195414.70529951,253703.24713568506,104396,1599,0.6644747934581015
140,4273.0,0.028551369061549262,0.007956938918792417,0.07044231219283875,16168550.031159092,242168.78118281814,136708,305,0.6360870582728761
141,3288.0,0.024330900243309004,0.006082725060827251,0.043795620437956206,11751289.086819751,82201.83971923792,171796,2001,0.6104014598540146
142,4963.321822999999,0.08102687261510669,0.06097072089858722,0.08243080537395167,19817278.80004707,377585.52408516477,75379.99838,1080.000008,0.6977537208954828
143,6458.0,0.024620625580675133,0.007897181790027873,0.10111489625270982,16303575.426115798,194390.72589205892,99082,1269,0.6599566429235058
144,3784.8061740000003,0.07083029134796587,0.02430984961450763,0.17971537323961256,20259609.3009781,460443.42170275655,60560.87075,918.9995738,0.7411902734335373
145,7161.194009999999,0.04369677473659173,0.004467401927014682,0.10400670527288228,21434791.989721242,212462.69508060606,77753.0004,906.0000132,0.6984503929115028
146,4367.538949,0.02144232107911535,0.0055496135794163015,0.0626462031581072,6467614.67674643,56338.54081954652,120733.1316,899.4841831,0.6633603839213296
147,5088.0,0.041666666666666664,0.007075471698113208,0.06210691823899371,9774830.603228455,122953.84406576674,72147,1109,0.7002751572327044
148,5528.0,0.0857452966714906,0.005788712011577424,0.06367583212735166,19535001.971226204,406390.2363768114,60818,781,0.7592257597684515
149,5852.0,0.07689678742310321,0.027853725222146276,0.11175666438824333,34305760.092415944,873472.0187576856,57011,754,0.7125768967874231
150,2666.0,0.07314328582145536,0.01350337584396099,0.06376594148537135,27536714.91893851,299536.65890818334,75792,868,0.7153038259564891
151,4706.0,0.10093497662558436,0.05291117722056948,0.1901827454313642,40319158.370469004,1730656.606637216,58023,777,0.736081597960051
152,4886.0,0.08902988129349161,0.020875972165370446,0.09005321326238232,11753858.093393732,173204.62192475414,75921,820,0.7073270568972575
153,7481.0,0.05199839593637214,0.006148910573452747,0.04050260660339527,17305626.395170692,353931.40468668845,70365,847,0.7242347279775431
154,5674.0,0.07684173422629538,0.02396898131829397,0.06397603101868171,17158150.20613383,628991.0544370527,57888,834,0.7551991540359535
155,3212.845586,0.02561578610519628,0.008723542467191576,0.0783467103420264,2333745.880505852,31339.418625250433,134160.2408,1147.302076,0.7290761648200792
156,7741.0,0.0218318046763984,0.011497222581061879,0.0675623304482625,5291219.290881164,100479.1675183479,127635,1717,0.6649011755587133
157,7917.299040999999,0.0842817845384451,0.6685698500951697,0.039069855502253475,24081520.10925232,793539.9141641608,73608.82119,766.8848099,0.6825808075473956
158,4513.0,0.1103478838909816,0.4752935962774208,0.04741856857965877,30263221.657989044,797988.7829161746,52963,780,0.6760469754043873
159,7202.0,0.03221327409053041,0.06859205776173286,0.029575118022771452,20402115.467575744,186967.45638156054,112533,1317,0.6034434879200222
160,7165.0,0.1385903698534543,0.2005582693649686,0.09169574319609211,29315486.371704344,953315.8861977825,65845,940,0.6421493370551291
161,4728.0,0.10173434856175972,0.15587986463620981,0.07212351945854484,24766533.91131293,293343.04125074536,89516,677,0.682741116751269
162,7817.0,0.1588844825380581,0.18178329282333375,0.16451324037354484,16997878.654104628,487082.6171829905,69375,666,0.7005244978892158
163,6239.190312,0.03862802380566333,0.011219715613637144,0.12165634664807769,7024245.694368313,130598.27864277785,132447.5467,984.00949,0.6672553106759601
164,7558.013711,0.052993258350017836,0.010307916140270152,0.2600766440975302,19508161.796712354,314523.02743776323,76050.00097,1274.999954,0.6620853685032433
165,4645.264518,0.05433155182488147,0.009411765117053772,0.048770054713168434,23318697.482462645,339181.0447115109,75169.00049,994.9999864,0.6962566662172586
166,4944.531397,0.05195067934159586,0.0050535676738064006,0.04851425029792363,13234877.13166018,82935.35486696937,75876.00213,951.0000334,0.6915302370361306
167,4183.0,0.09968921826440354,0.06096103275161367,0.10447047573511833,36231360.58487135,1117342.939385227,44112,689,0.7602199378436528
168,4137.0,0.0437515107565869,0.006526468455402465,0.027314479091128836,36865321.89356454,819823.4503765863,46419,727,0.7191201353637902
169,3263.0,0.054551026662580444,0.011032791909285933,0.0165491878639289,52793473.037843764,2410734.747973865,45669,667,0.6984370211461844
170,3587.0,0.031223863953164205,0.01115137998327293,0.06746584889880122,8669286.525172709,210267.05539169937,83135,1720,0.7332032339001952
171,5351.0,0.03494673892730331,0.010839095496168941,0.052139786955709214,12783315.440033965,229339.98920636528,84040,1491,0.7211736124088955
172,5080.802727,0.07173122490335178,0.11220066897511725,0.06687856660804378,15681245.978070514,179274.40159134415,55270.26861,954.9975615,0.742999992489179
173,5949.463243,0.04991880685193435,0.013640238012308365,0.030211904512811864,18999880.479969464,211373.99953550112,65158.5876,772.1591637,0.7226544850173806
174,7697.685279,0.07304099370415426,0.008951738941313504,0.05487805030850495,23317668.724798802,414442.2081265991,60858.99948,877.9999779,0.731707316271536
175,4566.796789999999,0.02387507261955486,0.001972916634418498,0.046220701994493615,8497007.248270873,98707.25253332753,98319.91098,1000.300607,0.6648440475057793
176,3251.0,0.024607812980621348,0.005229160258382036,0.034758535835127655,8005649.598903698,71413.05394285057,116535,1019,0.6764072593048293
177,3663.0,0.016653016653016654,0.006006006006006006,0.028665028665028666,8439503.079574328,96767.43907783832,114999,907,0.6991536991536992
178,5029.0,0.02505468283953072,0.008152714257307616,0.04553589182740107,10796738.71668104,195367.5130678017,92695,969,0.6615629349771326
179,5619.0,0.586581242213917,0.1610606869549742,0.029008720412884857,55727442.42169049,3104233.756538374,37763,645,0.6622174764192917
180,2490.0,0.6172690763052209,0.14698795180722893,0.014457831325301205,29690388.75925288,1085070.432567073,12446,411,0.6542014958205016
181,3393.15641,0.4848207583805428,0.23053881928183792,0.034285123920945335,97037230.20875771,6061837.045839882,15447.07703,326.2466835,0.6675089695844189
182,2052.363407,0.5054443513570207,0.05308480848391974,0.04525635250229348,107623576.80701998,4756669.6570695015,31212.11443,550.4473139,0.6573571930530944
183,1727.0,0.6809496236247828,0.044585987261146494,0.033005211349160395,77986585.45214555,1535346.78944583,37125,620,0.6599882144961697
184,4182.024893,0.5516232229658323,0.09231185102369499,0.040566340550474575,119666699.46421193,4968067.994015796,36781.80728,670.5188818,0.5912796432265585
185,6517.0,0.4434555777198097,0.4999232775817094,0.008899800521712445,93543100.96150881,4406587.6929849945,27454,560,0.520024551173853
186,4410.0,0.7124716553287982,0.15623582766439909,0.01746031746031746,108247147.54787754,4418250.920321532,35833,617,0.5625850340136055
187,4006.0,0.445082376435347,0.5219670494258613,0.0044932601098352475,114514424.09415662,6288860.035125925,20192,458,0.5124564025909317
188,4542.0,0.32210479964773225,0.607661822985469,0.01343020695728754,80395521.61753954,9469749.904311681,16522,226,0.6048315602836879
189,2550.0,0.15098039215686274,0.5858823529411765,0.07176470588235294,42022962.61470869,9788878.35024979,45000,439,0.46498819826907944
190,1410.0,0.0851063829787234,0.8914893617021277,0.0028368794326241137,59230773.876352824,7603383.029517632,19931,588,0.4983027834351663
191,2769.0,0.10509209100758396,0.875406283856988,0.0032502708559046588,78000906.02929041,4309909.21721973,20982,528,0.5738242799854174
192,1673.0,0.14046622833233713,0.8392109982068141,0.00657501494321578,66025211.84901773,2920421.80324406,15536,371,0.5617359413202934
193,1536.0,0.1796875,0.791015625,0.001953125,55183999.38088195,4023833.2881893087,16295,471,0.608440797186401
194,2150.0,0.09953488372093024,0.8813953488372093,0.0027906976744186047,70400859.55652598,3863861.129148867,30495,623,0.5737704918032787
195,2161.0,0.05923183711244794,0.929662193428968,0.0,29163792.978158258,2915029.7470070263,24263,541,0.5726102941176471
196,2338.662211,0.0760226844491481,0.9039729333532214,0.0023201605030766033,30929192.505352218,1104931.9021647952,21137.18608,425.9836097,0.5340715210332021
197,4641.984133,0.03525164423477791,0.9180293204160335,0.004247186034058769,107205618.77023007,6716002.946459922,27201.99948,563.0000256,0.6026728655053686
198,3407.4817799999996,0.041095888999881904,0.8964041219319447,0.01484018313958527,72902470.86706911,6366483.214657898,46926.99944,620.0000165,0.5893264858484438
199,7503.06097,0.15438738531269058,0.4987697117167368,0.12896593497893433,125667189.87107934,9270454.727838691,28290.15334,534.0355143,0.6370894484414672
200,3491.90094,0.051894542374962105,0.8474961311474088,0.015504032485526351,84650595.30395956,4130680.3024894143,37350.08741,649.058208,0.5697876968345071
201,4939.419543,0.04651049288282739,0.9106259399192728,0.005335013934450071,92931381.3880676,4841165.6666793,45792.03832,614.8927486,0.5845324190150494
202,4018.080079,0.03444357287036539,0.9450931980790919,0.0017706618315508193,97407193.70894846,4026074.248221684,35154.90527,612.8783375,0.5653465277904571
203,4135.713934,0.026305656323472395,0.9488632532677488,0.004535590067240854,103896640.63087846,5134854.712986488,36527.65432,632.0037984,0.6099277120861508
204,1215.3227539999998,0.10279605264430029,0.8774671242598985,0.002467105263298642,55276221.23011677,4591199.297074354,23167,549.0000138,0.5138436418307113
205,1534.0,0.09973924380704041,0.8891786179921773,0.0,67187820.34851064,5036896.571107381,30781,511,0.4835734870317003
206,807.0,0.04460966542750929,0.9392812887236679,0.0,28257181.996323522,2346011.392507653,20313,433,0.449936628643853
