,Minmaxed,Raw,Scaled,Minmaxed,Raw,Scaled,Minmaxed,Raw,Scaled
DT,0.27692307692307694,0.27692307692307694,0.27692307692307694,0.25,0.25,0.25,0.3103448275862069,0.3103448275862069,0.3103448275862069
Logit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF,0.0,0.10256410256410256,0.05263157894736842,0.0,0.05555555555555555,0.027777777777777776,0.0,0.6666666666666666,0.5
SVM,0.0,0.0,0.08080808080808081,0.0,0.0,0.1111111111111111,0.0,0.0,0.06349206349206349
