,Minmaxed,Raw,Scaled,Minmaxed,Raw,Scaled,Minmaxed,Raw,Scaled
DT,0.25,0.25,0.25,0.2,0.2,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333
Logit,0.5333333333333333,0.0,0.588235294117647,0.4,0.0,0.5,0.8,0.0,0.7142857142857143
RF,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.2,0.2,0.2,1.0,1.0,1.0
SVM,0.33333333333333337,0.0,0.3478260869565218,0.2,0.0,0.8,1.0,0.0,0.2222222222222222
