,total_tweets,other_tweets,medhval90,local_tweets,pop00_x,pop00_y,total_users,hinc00,medrent00,neighbor_tweets,userwith5_count,medrent90,popden00,abm_dif_9000,vulnrisk90,per_rent_90,afford90,pernwh90,vuln90,per_rent_00,pernwh00,abovemednwh00,afford00,hotmarket00(110%-207%),belowmedcol90,other_daytime_oddratio,pag25up00,other_weekday_oddratio,other_weekend_oddratio,other_nighttime_oddratio,perli90,pnhblk00,perli00,visitorpercentage,nighttime_oddratio,weekday_oddratio,weekend_oddratio,daytime_oddratio,gent90_00_x,gent90_00_y,edudiff9000,abm_inc_90_00,pct_ch_hinc90_00,phisp00,localpercentage,percol00,11,3,Saturday_oddratio,0,122,Sunday_oddratio,nbrpercentage,35,Monday_oddratio,154,local_weekday_oddratio,local_nighttime_oddratio,5,14,Wednesday_oddratio,local_daytime_oddratio,local_weekend_oddratio,16,118,Friday_oddratio,45,Tuesday_oddratio,Thursday_oddratio,17,302,10,166,186,161,188,52,175,neighbor_nighttime_oddratio,223,168,135,24,153,146,neighbor_weekend_oddratio,new_medhval90,171,75,211,193,98,42,97,276,164,119,neighbor_weekday_oddratio,72,89,308,233,160,70,109,110,253,102,180,343,neighbor_daytime_oddratio,66,199,280,TOD,30,246,201,162,259,182,32,128,208,144,325,196,273,pasian00,120,248,230,305,163,306,242,86,344,294,150,183,74,212,341,296,81,124,137,241,85,129,291,132,107,236,304,327,328,274,283,143,115,226,38,93,298,284,138,355,346,217,140,324,314,216,357,220,155,108,60,51,227,185,192,125,96,151,145,359,133,21,76,262,244,257,318,77,179,204,141,distToHighVisitorTract,285,147,232,136,277,254,268,101,distToHighTweetTract,28,215,46,64,54,22,63,300,184,53,156,distToMHI,176,292,310,84,342,351,334,200,251,256,358,178,50,333,139,337,249,237,322,347,169,113,225,new_abm_dif_9000,new_ch_all_li_count90_00,new_gent90_00,new_hinc00,new_hinc90,new_hotmarket00(110%-207%),new_medhval00,new_medrent00,new_medrent90,new_pct_ch_hinc90_00,new_per_rent_00,new_per_rent_90,new_vuln00,231,157,293,127,222,252,181,299,134,319,218,61,83,340,265,103,258,326,123,187,320,25,99,7,148,195,34,339,234,261,194,267,278,243,353,198,317,331,329,240,245,165,349,202,312,43,309,90,338,271,62,126,219,350,321,335,95,117,100,316,203,286,19,210,289,313,279,275,264,29,104,190,20,213,221,247,290,282,303,173,159,281,224,269,311,68,49,323,332,229,111,2,80,112,172,272,88,158,260,345,106,12,356,191,121,336,307,207,301,235,206,348,255,297,295,174,263,44,40,37,177,13,238,250,287,31,131,55,114,48,6,78,315,65,354,205,330,87,352,79,189,266,33,149,239,214,170,94,39,228,69,270,209,58,105,288,152,71,57,41,73,91,59,167,56,27,26,116,percol90,197,67,92,47,142,15,8,4,23,130,1,36,18,9,82,carcommuters_00,abovemedli00,belowmedcol00,abovemedrent00,vuln00,vulnrisk00,unempden00,Unnamed: 0,ch_all_li_count90_00,medhval00,hinc90
Logit_Raw,-3.1730664605691786e-05,-2.184950578952122e-05,-1.3202166188802266e-05,-8.727769449247029e-06,-7.755337860605772e-06,-7.57823099053821e-06,-6.9501123350447285e-06,-6.599290623281986e-06,-1.7778238466491127e-06,-1.1533893669239567e-06,-9.99296877350808e-07,-8.786343619477596e-07,-1.84648779375638e-08,-6.438678400015827e-09,-5.739309082252998e-09,-5.5213759515070455e-09,-5.41362088809061e-09,-5.043301186762008e-09,-4.850484709291763e-09,-4.722978776322155e-09,-3.802105916176243e-09,-3.68058931575223e-09,-3.68058931575223e-09,-3.4272023198575172e-09,-3.029768702126781e-09,-2.964327206558687e-09,-2.906521100653693e-09,-2.8964250335507167e-09,-2.8870581190840857e-09,-2.819155946076103e-09,-2.802980908058044e-09,-2.4631063724236073e-09,-2.2158235836059526e-09,-2.102893836882557e-09,-1.98863516566594e-09,-1.8664584405883346e-09,-1.8088032578932802e-09,-1.686626532815599e-09,-1.4452145846821474e-09,-1.4452145846821474e-09,-1.3471723685943151e-09,-1.1802580910310542e-09,-1.0672806563569306e-09,-1.0632988755056132e-09,-9.700168809644697e-10,-8.970168807988035e-10,-7.294236675778614e-10,-7.253818286789553e-10,-6.922071633645303e-10,-6.796350072736073e-10,-6.708248051000069e-10,-6.565515166677074e-10,-6.076785979052155e-10,-5.796606054759857e-10,-5.321593584514877e-10,-5.257631277325273e-10,-5.020578635410505e-10,-5.020475918190414e-10,-4.863583777369901e-10,-4.745932757150617e-10,-4.734117572318412e-10,-4.679692891454166e-10,-4.679590174234044e-10,-4.678801495577436e-10,-4.617710930414993e-10,-4.6004457786099885e-10,-4.3869968598160653e-10,-4.38061478963497e-10,-4.228258459414848e-10,-4.1102057848474956e-10,-4.0918986688853283e-10,-4.0160314880166733e-10,-3.9807394193711955e-10,-3.888312901399509e-10,-3.8347325733441023e-10,-3.827124749401253e-10,-3.784534696826807e-10,-3.6095372119493225e-10,-3.593857778570868e-10,-3.529563929823401e-10,-3.494750786706665e-10,-3.398012638910017e-10,-3.3636264117183983e-10,-3.3259214052164714e-10,-3.3069131197219066e-10,-3.2557217924475146e-10,-3.20441571504967e-10,-3.1518121956612893e-10,-3.1080026594911923e-10,-3.090209150300139e-10,-3.023145130330386e-10,-2.9922916482526333e-10,-2.950628172134976e-10,-2.943099167050372e-10,-2.928456313279443e-10,-2.8619017196687286e-10,-2.8523011773496966e-10,-2.821064186604693e-10,-2.804752380168653e-10,-2.718134591636525e-10,-2.708995388719292e-10,-2.702454169562308e-10,-2.6943108379951536e-10,-2.672653378729745e-10,-2.6667338248701894e-10,-2.614427343370368e-10,-2.612552405626785e-10,-2.607339282602084e-10,-2.59088490502002e-10,-2.508710437706555e-10,-2.4829282004812917e-10,-2.4752683265296837e-10,-2.466429021483499e-10,-2.4601122684338977e-10,-2.383055887559956e-10,-2.2856365724602765e-10,-2.260019809283063e-10,-2.2167767646697937e-10,-2.177718497229467e-10,-2.1726409531830716e-10,-2.1658383959231593e-10,-2.165189832261399e-10,-2.1568496084592361e-10,-2.150269419268473e-10,-2.1447354654670086e-10,-2.1238239116958995e-10,-2.0991027027313578e-10,-2.0832367831262596e-10,-2.0511356801161172e-10,-2.0397615291564575e-10,-2.0282884130865284e-10,-1.9832139710295161e-10,-1.9750383772464682e-10,-1.9722120246802406e-10,-1.9547465163764828e-10,-1.9420497405089994e-10,-1.9176420088701885e-10,-1.824198485928398e-10,-1.8069053993521317e-10,-1.802236268229049e-10,-1.79408155454262e-10,-1.7278761315349106e-10,-1.6934540068523194e-10,-1.687447109873344e-10,-1.680462820406996e-10,-1.6712410878862046e-10,-1.621123830569322e-10,-1.6095430587024606e-10,-1.6079514191633006e-10,-1.5993129737457016e-10,-1.5909617092582986e-10,-1.5773830180480386e-10,-1.5759977792031288e-10,-1.5158442891738652e-10,-1.4818779710664756e-10,-1.4799378876642416e-10,-1.4770777711477788e-10,-1.4263584029341879e-10,-1.4207527182889417e-10,-1.4027111184747538e-10,-1.3712645434726676e-10,-1.351055280121473e-10,-1.3238022499704408e-10,-1.2699975775245292e-10,-1.2583394423562674e-10,-1.2485028673578195e-10,-1.2038575594618768e-10,-1.184904313322952e-10,-1.1816229933628332e-10,-1.1815416525422269e-10,-1.1771334078904085e-10,-1.1652618879537434e-10,-1.0826447873478977e-10,-1.0811016765052176e-10,-1.064535613421863e-10,-1.0435424651010192e-10,-1.043064265078142e-10,-1.0211712575901812e-10,-1.0103348257487576e-10,-9.911044660437317e-11,-9.824255241382861e-11,-9.473150484573056e-11,-9.420453182305434e-11,-9.08900029101562e-11,-8.354430754960169e-11,-7.88778549860947e-11,-7.802096619392153e-11,-7.652738855432098e-11,-7.613253676813821e-11,-7.606301781384551e-11,-7.551739037841982e-11,-7.437334036728238e-11,-7.240961432156323e-11,-7.13013236483776e-11,-6.77223621235295e-11,-6.718714453807062e-11,-6.693859897108324e-11,-5.90761434504437e-11,-5.6754437008992145e-11,-5.6555547952218686e-11,-5.637022248523293e-11,-5.489226456820365e-11,-5.395916310852687e-11,-5.3334485618989666e-11,-5.218058907018141e-11,-5.1197614510077636e-11,-5.098732777377634e-11,-4.594788906228475e-11,-4.402274689290538e-11,-3.974820301253644e-11,-3.9241488446989195e-11,-3.885149403104928e-11,-3.5708633633122204e-11,-3.5494421651169365e-11,-3.517190490021254e-11,-3.468739275659168e-11,-3.434219612570806e-11,-3.2906426286635554e-11,-3.1774155738217375e-11,-2.9730546110250964e-11,-2.958301224404299e-11,-2.75181212390901e-11,-2.6737462470147515e-11,-2.4512180393332565e-11,-2.4235565582350578e-11,-2.3564601148014368e-11,-2.297185058466156e-11,-1.9577191599027406e-11,-1.9524701883078277e-11,-1.867387768203301e-11,-1.8529227826623163e-11,-1.812609932224271e-11,-1.7772763259432067e-11,-1.7285394627063036e-11,-1.6070554411742012e-11,-1.2489241946748614e-11,-9.09396961587388e-12,-8.4291680592843e-12,-7.938667492526102e-12,-6.921832230646392e-12,-5.423349936733521e-12,-3.886126307538943e-12,-2.669908251639858e-12,-1.982416139717753e-12,-8.211374176077104e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75376907643568e-13,2.3127438064675288e-12,2.501000199862494e-12,4.331166946895664e-12,4.527629095894664e-12,5.201326155958072e-12,5.282861316747399e-12,8.63484464312409e-12,9.098870191661494e-12,1.0015685686842785e-11,1.5079994986288837e-11,1.6486299313627286e-11,1.8645626674332046e-11,2.1932552878756492e-11,2.743905783622894e-11,2.883301468657304e-11,3.1185374230050764e-11,3.3436635204705235e-11,3.548511338274142e-11,3.557318292520817e-11,3.565965090196452e-11,3.924283384984349e-11,4.09046263981228e-11,4.129623985614376e-11,4.141081780339701e-11,4.162855739896416e-11,4.3626587084770907e-11,4.43219508080517e-11,4.5578911316973346e-11,4.6288998007232595e-11,5.003193613135913e-11,5.121476708031988e-11,5.175493443033281e-11,5.4395312785242416e-11,5.804546991501307e-11,6.259268830310036e-11,6.347382796466477e-11,6.370253747830372e-11,6.550684395643877e-11,6.660637188105783e-11,6.831400314419628e-11,7.045413118056448e-11,7.051102218052333e-11,7.078537578903786e-11,7.355005805592844e-11,7.682554664913533e-11,7.727051310298899e-11,7.788142829633637e-11,7.800610898150394e-11,8.035657570062124e-11,8.168529585999132e-11,8.265994339210048e-11,8.48273307722522e-11,8.721860743886482e-11,8.991048901456425e-11,9.036833024319807e-11,9.120287370293884e-11,9.238869530700327e-11,9.280363348395319e-11,9.358643887934921e-11,9.382199664640244e-11,9.506393709026615e-11,9.63392201177461e-11,9.715237747805914e-11,9.83801038858773e-11,9.850963510968023e-11,1.0052607984749857e-10,1.0183056703467731e-10,1.0194241600786996e-10,1.0441204111159932e-10,1.058868877933324e-10,1.0876125709688949e-10,1.108452968294746e-10,1.1169144150441475e-10,1.1310475279228268e-10,1.137697200192015e-10,1.1474864209585888e-10,1.166265468899746e-10,1.1714622554295237e-10,1.1833117703587459e-10,1.1881874076699423e-10,1.206485370816318e-10,1.2139983391399677e-10,1.2414859738543072e-10,1.247359467758068e-10,1.2559727061387325e-10,1.267656750871254e-10,1.2683633137765565e-10,1.2717103301579665e-10,1.2757510255755434e-10,1.2801793437595847e-10,1.3420495550466045e-10,1.3872213279896233e-10,1.39183096728843e-10,1.3995198362723842e-10,1.432433111895205e-10,1.486389233498593e-10,1.4971079500939273e-10,1.5378107019624885e-10,1.5498182007809653e-10,1.6462131679975439e-10,1.646843929984915e-10,1.6599049715120444e-10,1.7370974874749176e-10,1.7452669773552604e-10,1.7477965175127185e-10,1.8416367500611857e-10,1.868634159728076e-10,1.886806346059696e-10,1.8950201333379574e-10,1.9460980277609382e-10,1.9483340587085467e-10,2.0073449098295651e-10,2.0099281935763087e-10,2.0581248420666668e-10,2.0979327656104053e-10,2.1326169561616118e-10,2.1366221359511245e-10,2.140091526817714e-10,2.1830544888918486e-10,2.2730127336274022e-10,2.2860409316142582e-10,2.336543727374223e-10,2.383416961891638e-10,2.391647032288151e-10,2.4061797056954874e-10,2.4190251127568004e-10,2.474660924388711e-10,2.486186624968289e-10,2.501309810553262e-10,2.519610649476001e-10,2.5620825006501184e-10,2.568983343535268e-10,2.586915000908047e-10,2.654642483230924e-10,2.669685314676806e-10,2.6933330494701813e-10,2.7192246786239187e-10,2.770558370279329e-10,2.806814224691197e-10,2.8235276101197923e-10,2.923945362682227e-10,2.9346690874907374e-10,2.9639674106295277e-10,2.987735058807868e-10,3.036946852042325e-10,3.167594718307339e-10,3.2444382310069017e-10,3.29408247498954e-10,3.3147123503808165e-10,3.329308154179644e-10,3.3527710146387607e-10,3.460837459720162e-10,3.489981711972229e-10,3.499494965116548e-10,3.540501601648802e-10,3.684576006626497e-10,3.734884916289188e-10,3.7585177465287153e-10,3.7684338769085963e-10,3.909905340321168e-10,3.9901421525556196e-10,4.033396199932249e-10,4.0434398098801923e-10,4.087978248541595e-10,4.1138369293977956e-10,4.3039794117776737e-10,4.3057974222933396e-10,4.501554878200418e-10,4.513647458533784e-10,4.5210665413772283e-10,4.660219597084141e-10,4.722939754587165e-10,5.1000128263069e-10,5.192542451370318e-10,5.589108558989577e-10,5.630022158085687e-10,5.747786681597075e-10,6.173637485582216e-10,6.255674907437719e-10,6.400752934995065e-10,7.74206189724298e-10,7.870772830605811e-10,8.890472247138035e-10,1.326044093105515e-09,2.734204914488065e-09,5.723239897801598e-09,1.3052880198361755e-08,1.7866639226657663e-08,1.7866639226657663e-08,3.1814763125808194e-08,3.5179529625396186e-07,5.631557208322453e-07,9.112233546950518e-07,2.8802499430245962e-05
DT_Raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0558521054421391,0.10615753301198762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5641099089223511,0.0,0.0,0.0,0.0,0.2738804526235221
RF_Raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0558521054421391,0.10615753301198762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5641099089223511,0.0,0.0,0.0,0.0,0.0,0.2738804526235221
