,hinc90,local_tweets,pop00_x,pop00_y,total_tweets,medrent00,medhval90,medrent90,Unnamed: 0,ch_all_li_count90_00,abovemedli00,popden00,1,3,belowmedcol90,vulnrisk90,2,carcommuters_00,localpercentage,6,pernwh00,5,abovemedrent00,abovemednwh00,afford00,hotmarket00(110%-207%),17,local_weekday_oddratio,per_rent_00,local_nighttime_oddratio,weekday_oddratio,4,local_daytime_oddratio,daytime_oddratio,local_weekend_oddratio,phisp00,abm_dif_9000,vuln00,vulnrisk00,other_weekend_oddratio,nighttime_oddratio,per_rent_90,57,pag25up00,other_daytime_oddratio,perli00,33,pasian00,pnhblk00,18,weekend_oddratio,104,117,8,31,other_nighttime_oddratio,73,32,34,40,78,Tuesday_oddratio,30,Monday_oddratio,159,Wednesday_oddratio,80,242,220,29,122,74,129,154,24,unempden00,other_weekday_oddratio,Thursday_oddratio,239,Friday_oddratio,190,241,155,28,181,174,45,196,176,136,127,100,275,48,112,75,126,10,64,97,210,65,vuln90,perli90,11,167,96,79,101,69,166,119,38,51,23,231,277,209,219,192,355,Sunday_oddratio,177,114,157,58,259,341,195,298,148,25,44,345,326,204,124,Saturday_oddratio,202,212,353,264,333,278,247,226,311,318,248,314,322,172,121,268,262,distToHighVisitorTract,229,106,228,175,249,221,130,171,342,nbrpercentage,290,351,255,128,223,152,308,317,302,111,187,neighbor_weekday_oddratio,347,71,191,313,344,144,252,338,113,160,201,47,149,146,315,310,distToHighTweetTract,327,83,neighbor_daytime_oddratio,207,251,142,307,neighbor_nighttime_oddratio,193,350,261,164,306,292,358,293,245,217,distToMHI,102,270,312,186,269,189,158,133,107,76,35,354,143,349,neighbor_weekend_oddratio,151,279,288,323,197,335,282,110,294,289,125,91,new_abm_dif_9000,new_ch_all_li_count90_00,new_gent90_00,new_hinc00,new_hinc90,new_hotmarket00(110%-207%),new_medhval00,new_medrent00,new_medrent90,new_pct_ch_hinc90_00,new_per_rent_00,new_per_rent_90,new_vuln00,281,218,260,320,169,120,108,285,153,188,238,141,138,356,139,185,299,305,49,331,246,194,225,165,267,243,343,263,329,337,357,340,348,52,240,137,283,334,163,70,162,39,286,135,62,215,297,9,182,325,272,36,359,332,183,233,27,330,94,156,250,253,213,321,256,81,edudiff9000,280,77,328,200,230,309,199,206,304,271,222,266,60,109,208,346,258,84,235,66,237,254,244,180,87,227,86,161,336,198,316,168,324,173,300,232,284,134,352,42,203,295,54,115,234,145,257,72,7,236,178,132,140,89,205,296,61,224,303,67,273,55,216,13,92,116,287,88,339,274,301,265,85,319,50,95,123,82,179,118,170,291,63,21,276,103,98,93,43,19,99,211,90,53,46,147,131,214,105,pernwh90,59,184,41,22,37,150,56,26,20,15,visitorpercentage,16,68,percol90,percol00,pct_ch_hinc90_00,afford90,gent90_00_x,gent90_00_y,new_medhval90,14,belowmedcol00,12,TOD,abm_inc_90_00,0,neighbor_tweets,medhval00,userwith5_count,hinc00,total_users,other_tweets
Logit_Raw,-3.614402870600248e-05,-3.149730051054906e-05,-8.012881411432575e-06,-7.982551858886809e-06,-2.076435480738569e-06,-1.4566181811510414e-06,-1.3387901684561507e-06,-1.0176332037415272e-06,-5.881803309893319e-07,-4.1678627807272224e-07,-4.165400064326321e-09,-3.409181734498983e-09,-2.9872856654024605e-09,-2.5280706718522206e-09,-2.1432148199425395e-09,-1.9506969288609347e-09,-1.7265497714221017e-09,-1.6650733828601038e-09,-1.5975438844799434e-09,-1.5180751032065796e-09,-1.4129066164663186e-09,-1.3412790258675673e-09,-1.2126195177627964e-09,-1.1824918685061744e-09,-1.1824918685061744e-09,-1.145117373136331e-09,-1.0663238352578381e-09,-9.60646115333204e-10,-9.039130692254752e-10,-8.661419912381082e-10,-8.454948779075252e-10,-7.685129488940018e-10,-7.314018932418416e-10,-6.562969069948392e-10,-6.368977691467457e-10,-6.135047089298779e-10,-6.050776289410128e-10,-5.627028001665038e-10,-5.627028001665038e-10,-5.342115415954984e-10,-5.296795458705482e-10,-5.119896989571968e-10,-4.721796656869043e-10,-4.611119328072396e-10,-4.2381602338578616e-10,-4.1966689197547745e-10,-4.0993965502784357e-10,-3.900903086676296e-10,-3.4958962908566323e-10,-3.4348513357823024e-10,-3.404815749578622e-10,-3.158514598686716e-10,-3.076865021938289e-10,-3.066703216590843e-10,-2.997283565937844e-10,-2.9142752942732095e-10,-2.7342192896082374e-10,-2.6742260263539856e-10,-2.4969143472839424e-10,-2.4859073400017075e-10,-2.3847685783885283e-10,-2.340039316030311e-10,-2.3179466177848744e-10,-2.2644716508813277e-10,-2.1057426860922194e-10,-2.0531454725379629e-10,-1.9996472178685815e-10,-1.9838043922758954e-10,-1.961262780170488e-10,-1.9489753743200672e-10,-1.942737866697534e-10,-1.9259318780302876e-10,-1.919603912271606e-10,-1.8957783116511683e-10,-1.8182558138608475e-10,-1.81080944145186e-10,-1.8103201121762713e-10,-1.7972923396256622e-10,-1.7658934590571362e-10,-1.7645398024061127e-10,-1.7355588804765237e-10,-1.7323144239071848e-10,-1.7272113067747795e-10,-1.678516395944898e-10,-1.634930795025397e-10,-1.6206377412175796e-10,-1.609852944896843e-10,-1.5920284998290518e-10,-1.5849516567782438e-10,-1.5648347137632016e-10,-1.561612535283005e-10,-1.4859922492569568e-10,-1.4680170187678647e-10,-1.4600887775332922e-10,-1.4215174456789534e-10,-1.4098847079294824e-10,-1.4001852402563148e-10,-1.4000296195006923e-10,-1.3742031038993205e-10,-1.3361038618045493e-10,-1.249642862915495e-10,-1.2233892450666923e-10,-1.1975673538419183e-10,-1.162107009342163e-10,-1.1464151990758091e-10,-1.1223702372440502e-10,-1.0990182617659157e-10,-1.0894531909939042e-10,-1.0857976687750918e-10,-1.0843078455994605e-10,-1.0670034948811192e-10,-1.0494784386219018e-10,-1.0480445955368775e-10,-1.0173909725428955e-10,-1.006294878020493e-10,-9.731533549551406e-11,-9.655327121788695e-11,-9.57543526154725e-11,-9.54770198035762e-11,-9.464252106527865e-11,-9.458890914024877e-11,-9.168279604799964e-11,-9.035385389088038e-11,-8.960315252485324e-11,-8.591041398171747e-11,-8.588146337721144e-11,-8.492518517210088e-11,-8.438429200469766e-11,-8.380549093698879e-11,-8.307175518857873e-11,-8.298133919106766e-11,-8.223320866889839e-11,-7.83852167656401e-11,-7.739014192674709e-11,-7.720449106705084e-11,-7.488514490851052e-11,-7.473232195273599e-11,-7.234479866925151e-11,-7.171157267230342e-11,-7.168032141419203e-11,-7.146491721318665e-11,-7.117324400158495e-11,-7.01752843122269e-11,-6.902181951820864e-11,-6.881144141627145e-11,-6.854097225099513e-11,-6.790156450587482e-11,-6.753622486341157e-11,-6.497573411185117e-11,-6.462373733207623e-11,-6.416033697558047e-11,-6.341458726648117e-11,-6.275151590230895e-11,-6.123198595728204e-11,-5.96096832456313e-11,-5.881090941366293e-11,-5.7956961104593347e-11,-5.762931113440204e-11,-5.6606370635221355e-11,-5.602122189698458e-11,-5.5804760371135725e-11,-5.550437176657905e-11,-5.530408229167585e-11,-5.513422054621065e-11,-5.485314258856492e-11,-5.219629971927189e-11,-5.079023940958738e-11,-5.0440550547349596e-11,-5.0284745155119816e-11,-4.934617765227246e-11,-4.735346073862461e-11,-4.702346611108041e-11,-4.68473572541647e-11,-4.68415640938252e-11,-4.6123868937684616e-11,-4.500602839255128e-11,-4.273022969483289e-11,-4.081374195534563e-11,-3.860588458424525e-11,-3.857440042248037e-11,-3.795993751805401e-11,-3.7913944805450866e-11,-3.7012164651765434e-11,-3.6918683433537084e-11,-3.5512152115312096e-11,-3.426695328915773e-11,-3.382747863900412e-11,-3.328642829367533e-11,-3.3044292580590265e-11,-3.2983441247399906e-11,-3.262718342436867e-11,-3.204821820255515e-11,-3.175213286171003e-11,-3.021020980571625e-11,-2.966200944593137e-11,-2.888064147266303e-11,-2.796798270531972e-11,-2.7273951878541688e-11,-2.6952729943172353e-11,-2.661463458188587e-11,-2.576850965500418e-11,-2.525435661786511e-11,-2.4922347840732368e-11,-2.465624423027346e-11,-2.351249579777757e-11,-2.3243999090448038e-11,-2.1443545750513084e-11,-2.1414769699471455e-11,-2.1286058985514482e-11,-2.1143231519151598e-11,-2.0938722561284975e-11,-2.0661800241928514e-11,-2.0373508591555312e-11,-1.950389970996952e-11,-1.946295632331716e-11,-1.9390349791113236e-11,-1.929190349255052e-11,-1.854708991547502e-11,-1.7891128556816637e-11,-1.7199449840142143e-11,-1.5935583940837418e-11,-1.531138165237599e-11,-1.4273260479843775e-11,-1.4177841485461525e-11,-1.4086401546027021e-11,-1.3710859952210578e-11,-1.2945696373548094e-11,-1.2113369423635258e-11,-1.1382557763928085e-11,-1.0549959770248418e-11,-1.0280274423592822e-11,-7.381004725401337e-12,-7.309591972596255e-12,-6.729094079659449e-12,-5.8394879045224575e-12,-5.52925052435208e-12,-3.842402506141145e-12,-2.1899034905010785e-12,-1.738422584191479e-12,-1.700288587210856e-12,-2.0836354748370578e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2010230660012273e-14,3.5465295587320454e-13,6.165925932762518e-13,1.233365370168726e-12,1.5639902994592382e-12,2.457890485115146e-12,4.0501405318967406e-12,4.7732105381643625e-12,5.9361196712149105e-12,8.145177993567532e-12,8.221993625492575e-12,8.839426598093089e-12,1.0202748131475868e-11,1.0584941785210662e-11,1.1641625987474412e-11,1.1705660799766115e-11,1.2251696544716356e-11,1.2396365779614352e-11,1.268969034332273e-11,1.3230013545714404e-11,1.4541686736143869e-11,1.657670324305849e-11,1.856008192121365e-11,1.8601692137477114e-11,2.071811112160244e-11,2.095852618615038e-11,2.164161746988711e-11,2.1907558118341264e-11,2.191057414458948e-11,2.2244052007041765e-11,2.289731196892411e-11,2.4158114715339752e-11,2.4165186797622097e-11,2.492690212654059e-11,2.5480058707043705e-11,2.611870424139854e-11,2.7002998201206546e-11,2.7401364555118776e-11,2.773552542348681e-11,2.8574791623372568e-11,2.9024268029839906e-11,3.012920342439009e-11,3.101838875316083e-11,3.1823395786510295e-11,3.192912321034995e-11,3.230207212349422e-11,3.5232608674895955e-11,3.716641032253974e-11,3.725069911399668e-11,3.7780827422198617e-11,3.8801763258637374e-11,3.97058909141471e-11,4.061165034079672e-11,4.13269632903167e-11,4.1721307020130317e-11,4.1803815766447983e-11,4.190791322953746e-11,4.1951342729574386e-11,4.2499756652480484e-11,4.392188550296265e-11,4.4570473591338575e-11,4.4850421185532614e-11,4.5455989671350754e-11,4.584088537908224e-11,4.58703587460843e-11,4.6711031409723386e-11,4.914923971193447e-11,4.984676375342836e-11,5.0056455698150694e-11,5.0827804037391297e-11,5.112756151915769e-11,5.1428963428747214e-11,5.16642773025375e-11,5.1782606137289047e-11,5.26075180969482e-11,5.623451871493006e-11,5.648629378724191e-11,5.674380764388682e-11,5.929667637065588e-11,6.033306444076819e-11,6.476304526052652e-11,6.530819036184506e-11,6.825737189556058e-11,7.014278197789654e-11,7.170192654935653e-11,7.17369095019335e-11,7.257814943973589e-11,7.29278881862851e-11,7.321503736257211e-11,7.361202760710424e-11,7.502539456837707e-11,7.50643651479974e-11,7.525134106046507e-11,7.565736100716099e-11,7.599321643045667e-11,7.610599622790339e-11,7.8047249532474e-11,7.95114388834514e-11,8.116021739747697e-11,8.162621764059754e-11,8.353816185268283e-11,8.576998809940202e-11,8.582164842100046e-11,8.583644197350767e-11,8.632201390018372e-11,8.72496718191363e-11,8.735326953893815e-11,8.789513222714954e-11,8.790731051749526e-11,8.97830483468721e-11,9.18499532523561e-11,9.249476569736291e-11,9.387334820414058e-11,9.765907251579187e-11,1.0056107306324984e-10,1.013773129616133e-10,1.0296342355579819e-10,1.0297419808493794e-10,1.0348796298232036e-10,1.0417083742703565e-10,1.0593349371953219e-10,1.0708049338504865e-10,1.081847917276827e-10,1.0930116753189145e-10,1.1009060646856053e-10,1.1013676397011597e-10,1.1241675413757502e-10,1.133574726841342e-10,1.1566088204728124e-10,1.1578293094567182e-10,1.1592010637080207e-10,1.1642967856187366e-10,1.1748245178902656e-10,1.2014191246899016e-10,1.2126307359858872e-10,1.2533032594425763e-10,1.257203948746898e-10,1.2846842553933803e-10,1.3104930983659035e-10,1.3106695986753048e-10,1.327414108770288e-10,1.36181902184262e-10,1.3629904667759473e-10,1.4005883580229363e-10,1.4033298161478245e-10,1.429945766076751e-10,1.4614054017846075e-10,1.5111638873160617e-10,1.5496615201865425e-10,1.5520069281837577e-10,1.5908371830110555e-10,1.5935935043376434e-10,1.7409518754027544e-10,1.7717506179206704e-10,1.7782065281015949e-10,1.8491959549990412e-10,1.8690241539273398e-10,1.8860674867532831e-10,1.9268403268470987e-10,1.9765056779297494e-10,2.0387330634260714e-10,2.0882647762595302e-10,2.0949923838891012e-10,2.1382946696662045e-10,2.1911982083263464e-10,2.2028138128064517e-10,2.2194518014454258e-10,2.2804441641438715e-10,2.3749327298397523e-10,2.565075946581296e-10,2.9330816880833994e-10,2.995948650443635e-10,3.5404577491371036e-10,3.666296021750329e-10,4.251946971662145e-10,4.543568518470157e-10,4.586440873891158e-10,4.67248315693054e-10,4.749750549455372e-10,4.757474485014512e-10,4.772250843223014e-10,5.263743240413857e-10,5.406605385664988e-10,6.0598918578622e-10,8.12816371304081e-10,8.12816371304081e-10,8.304945179832675e-10,9.200647768032413e-10,1.0583110768753071e-09,1.13463124976193e-09,1.3825970670925393e-09,1.477115816473318e-09,5.236773514167603e-09,1.1651393999874932e-06,1.1726923355893806e-06,1.83375673704189e-06,1.1380728039923337e-05,1.2363207038393277e-05,2.8255725629823572e-05
DT_Raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2907554590808391,0.13829480164414523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1549674441061306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06346429304170392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15757204494171143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09382518327760427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10112077390786547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF_Raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2907554590808391,0.13829480164414523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1549674441061306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06346429304170392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15757204494171143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09382518327760427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10112077390786547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
