,total_tweets,medhval90,local_tweets,other_tweets,total_users,unempden00,neighbor_tweets,pop00_y,pop00_x,Unnamed: 0,medrent00,userwith5_count,medrent90,ch_all_li_count90_00,popden00,abm_dif_9000,2,belowmedcol90,abovemednwh00,afford00,edudiff9000,pag25up00,hotmarket00(110%-207%),other_weekend_oddratio,other_daytime_oddratio,other_nighttime_oddratio,other_weekday_oddratio,localpercentage,nighttime_oddratio,weekday_oddratio,per_rent_00,perli00,weekend_oddratio,daytime_oddratio,pernwh00,vulnrisk90,perli90,per_rent_90,visitorpercentage,1,local_weekday_oddratio,14,local_daytime_oddratio,pernwh90,35,58,154,local_nighttime_oddratio,percol00,26,107,local_weekend_oddratio,38,phisp00,72,10,17,86,Sunday_oddratio,Saturday_oddratio,60,5,77,15,52,300,211,19,123,pasian00,113,Tuesday_oddratio,338,125,276,200,223,Wednesday_oddratio,248,93,21,Friday_oddratio,115,Monday_oddratio,183,78,101,235,128,162,153,74,Thursday_oddratio,161,44,32,147,257,230,104,242,278,266,262,137,274,91,47,259,12,225,190,352,nbrpercentage,afford90,80,166,245,306,61,206,199,198,212,158,pnhblk00,294,63,54,131,227,neighbor_nighttime_oddratio,233,81,48,16,62,64,309,124,65,neighbor_weekend_oddratio,67,184,310,49,328,285,new_medhval90,98,146,178,234,292,vuln90,265,255,260,160,308,150,7,318,298,164,109,83,339,254,342,84,136,193,188,358,324,140,distToHighVisitorTract,157,144,25,75,222,79,237,351,337,149,neighbor_weekday_oddratio,296,290,343,275,280,293,279,286,335,218,112,172,283,171,264,117,151,288,135,256,316,neighbor_daytime_oddratio,173,148,129,247,220,39,174,201,141,357,347,55,114,331,317,325,100,302,187,330,distToHighTweetTract,97,349,246,341,314,238,205,138,distToMHI,250,326,88,new_abm_dif_9000,new_ch_all_li_count90_00,new_gent90_00,new_hinc00,new_hinc90,new_hotmarket00(110%-207%),new_medhval00,new_medrent00,new_medrent90,new_pct_ch_hinc90_00,new_per_rent_00,new_per_rent_90,new_vuln00,143,216,282,297,191,110,181,118,204,170,130,175,195,23,69,11,313,273,203,299,323,252,120,295,42,329,132,287,334,315,163,215,85,155,186,103,219,209,126,311,41,180,263,249,196,321,24,258,51,336,50,102,268,66,239,305,277,243,291,241,56,105,197,253,221,59,89,122,307,213,8,194,244,333,168,165,pct_ch_hinc90_00,192,202,224,70,251,269,134,332,22,240,350,176,121,236,322,270,344,348,284,133,359,108,214,281,207,34,182,355,267,159,111,303,156,345,96,76,346,95,68,145,217,228,353,327,177,127,272,71,208,0,106,185,320,167,152,354,142,189,356,319,289,45,119,37,231,301,340,57,90,226,261,94,229,33,210,gent90_00_x,gent90_00_y,73,304,82,18,232,46,271,99,312,169,43,53,116,30,92,20,87,40,28,13,31,179,139,carcommuters_00,36,9,3,abm_inc_90_00,27,belowmedcol00,6,29,percol90,abovemedli00,TOD,4,abovemedrent00,vuln00,vulnrisk00,hinc90,medhval00,hinc00
Logit_Raw,-4.378122680855598e-05,-2.9818526753959968e-05,-2.2481612813736324e-05,-1.8568473159618104e-05,-4.143461756105773e-06,-3.451050693558641e-06,-2.7311408352015777e-06,-1.8280900102238737e-06,-1.8069575724769459e-06,-1.264093260311155e-06,-8.508522698365047e-07,-8.19243708485926e-07,-5.600119001102911e-07,-1.9625462412705658e-07,-7.4714162786255e-08,-2.270421849494289e-09,-1.4013185609650713e-09,-1.3943353119165441e-09,-9.965810718013098e-10,-9.965810718013098e-10,-8.441617319848285e-10,-8.332646451289929e-10,-7.310886494908017e-10,-7.160444897345438e-10,-7.003091701389791e-10,-6.849081974201304e-10,-6.691728778245628e-10,-5.174524047454191e-10,-5.156263496058502e-10,-5.107463196857996e-10,-4.926993398072199e-10,-4.789410973450495e-10,-4.783401015470405e-10,-4.734600716269873e-10,-4.696029494007198e-10,-4.253399472838688e-10,-4.006687674899958e-10,-3.9825155394229045e-10,-3.8863629575779303e-10,-3.4337029454584346e-10,-2.965837035210877e-10,-2.872241985173617e-10,-2.7680429382213727e-10,-2.6967903292676453e-10,-2.662994186978961e-10,-2.4886431739420764e-10,-2.4287408819164647e-10,-2.406481109232801e-10,-2.368808496208148e-10,-2.3210697020050546e-10,-2.248841774192317e-10,-2.208687012243293e-10,-2.184760807868466e-10,-2.128602695247154e-10,-2.0516051402382248e-10,-1.9871658295199086e-10,-1.91141004800562e-10,-1.89489872483777e-10,-1.7560272513371523e-10,-1.7424503153261614e-10,-1.7213597981689356e-10,-1.6724312199702697e-10,-1.6355023241066976e-10,-1.60773230641796e-10,-1.595520257848318e-10,-1.5857636166542655e-10,-1.575227265681835e-10,-1.4955828283461992e-10,-1.4947094174027632e-10,-1.4856409840561282e-10,-1.4256515154225138e-10,-1.4242662042704916e-10,-1.3901899160078176e-10,-1.347371187554535e-10,-1.3414862308001394e-10,-1.3381519507846592e-10,-1.327257749480891e-10,-1.3210414600348614e-10,-1.309141574255344e-10,-1.3032795222571583e-10,-1.2950071519911617e-10,-1.2849234488070788e-10,-1.267350196406521e-10,-1.233781220069481e-10,-1.1947699412933876e-10,-1.1886156152196356e-10,-1.147055384206563e-10,-1.1462692748344396e-10,-1.1448000353370824e-10,-1.1384752186282535e-10,-1.1378920015193889e-10,-1.1368705635437254e-10,-1.1283743124831506e-10,-1.0974403674495247e-10,-1.0943978348029311e-10,-1.0850543903884976e-10,-1.0764434558519021e-10,-1.0670335861521972e-10,-1.0601280062026227e-10,-1.0552610094764895e-10,-1.0374401020811569e-10,-1.0270570380148423e-10,-1.0010739335688895e-10,-9.923355672535291e-11,-9.902752425345691e-11,-9.821470442166151e-11,-9.793032439189978e-11,-9.779240755033845e-11,-9.764023145543062e-11,-9.663500926745376e-11,-9.53105923771866e-11,-9.415463386958049e-11,-9.105498512082108e-11,-9.049237129809823e-11,-8.989310684988151e-11,-8.970864578277472e-11,-8.822998591503833e-11,-8.722170572484225e-11,-8.52576763483929e-11,-8.429201785877442e-11,-8.292708346728341e-11,-8.221053978256814e-11,-8.12769876144233e-11,-8.0889000393614e-11,-7.948782737139303e-11,-7.76425117468093e-11,-7.734586336825089e-11,-7.587415149948009e-11,-7.275558857332929e-11,-7.214411538334804e-11,-7.122664230017581e-11,-7.102476345790322e-11,-6.962245358603525e-11,-6.779253303386268e-11,-6.511876823637685e-11,-6.469496313557811e-11,-6.462876987666508e-11,-6.406455392835546e-11,-6.274855103348344e-11,-6.111225009401071e-11,-6.081579945343277e-11,-5.966788084243527e-11,-5.891056946467768e-11,-5.855648181391397e-11,-5.721650881737603e-11,-5.7013214189259706e-11,-5.6113242166971936e-11,-5.517121126895252e-11,-5.449382308304378e-11,-5.2794693580343766e-11,-5.229352710545659e-11,-5.207436554054956e-11,-5.187347641177165e-11,-5.173481930715614e-11,-5.125014007831126e-11,-5.049004254076599e-11,-5.0408205524466275e-11,-5.038388824841299e-11,-4.9861409588813826e-11,-4.958546622974511e-11,-4.9457888077802054e-11,-4.891220627466648e-11,-4.865491735145789e-11,-4.7436503266339753e-11,-4.740529828276747e-11,-4.665770589094987e-11,-4.621101537962968e-11,-4.5311482125262854e-11,-4.489357929839233e-11,-4.399817144608782e-11,-4.320901634391931e-11,-4.21550844279414e-11,-4.188372675367735e-11,-4.176895201728567e-11,-4.1454811133602304e-11,-4.122431869102845e-11,-4.067005240051571e-11,-3.9303901515180034e-11,-3.701971628445431e-11,-3.6606150221194e-11,-3.6040878511842014e-11,-3.563516672614895e-11,-3.5563627923228745e-11,-3.439092999334516e-11,-3.303596797642468e-11,-3.2592548718651335e-11,-3.165057175451436e-11,-3.152202970620163e-11,-3.082449045566319e-11,-3.0681243814842914e-11,-3.012458627948594e-11,-3.009844567587067e-11,-2.988890653849946e-11,-2.8710280666663536e-11,-2.864091549218613e-11,-2.7833117148698445e-11,-2.773343072782853e-11,-2.7170632921784446e-11,-2.6686576563618453e-11,-2.628746825566592e-11,-2.5147330114607197e-11,-2.4502610520208624e-11,-2.4283462293181525e-11,-2.3518223824856563e-11,-2.2427259249340546e-11,-2.230535713825944e-11,-2.1447994001966137e-11,-2.126943724360317e-11,-2.0094254811415415e-11,-1.9911510606097686e-11,-1.9467607840195004e-11,-1.7398345639032305e-11,-1.7073567231926302e-11,-1.685571057299511e-11,-1.6778905810039576e-11,-1.5326779065968176e-11,-1.5098825582312848e-11,-1.3858625291339336e-11,-1.3822405398590083e-11,-1.3674060804282682e-11,-1.2892953876645896e-11,-1.2269703696943822e-11,-1.1879926631052097e-11,-1.1286715912666106e-11,-1.0422099056652435e-11,-9.646775658098985e-12,-8.800506731017134e-12,-8.646657143950791e-12,-8.595934273902636e-12,-8.148656331412195e-12,-7.626308683104929e-12,-5.8270742123724e-12,-5.137477019777278e-12,-4.902516922446183e-12,-4.740152326554347e-12,-4.714498025792051e-12,-3.6243490963750263e-12,-2.5341219964268536e-12,-2.193182934702466e-12,-1.936351625417302e-12,-1.3580622547536255e-12,-8.224175453972476e-13,-6.937710072423049e-13,-6.648282276877497e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3962697673865545e-13,3.407884116252433e-13,8.693687365212945e-13,2.29754308602574e-12,2.7361511018463637e-12,2.8579951362003827e-12,3.118145428582675e-12,3.2636756166455857e-12,5.805642014446881e-12,6.544373138938971e-12,7.2487942671738095e-12,7.816665312564018e-12,8.189070484376537e-12,8.64581423071802e-12,8.757068404092109e-12,9.063237858434953e-12,9.222234364983487e-12,1.0274562180376926e-11,1.1022402853322732e-11,1.1212130715027678e-11,1.143823697995638e-11,1.219517117453231e-11,1.2217626124930308e-11,1.2424479506297662e-11,1.3076120639211461e-11,1.3614104284484977e-11,1.541957431519823e-11,1.610051636896212e-11,1.669456944066072e-11,1.686159033096048e-11,1.7282771617414502e-11,1.758220881496912e-11,1.787029705339379e-11,1.8152890461946753e-11,1.9148585132399098e-11,1.9358402397216366e-11,2.0672531063589925e-11,2.085316517002112e-11,2.222876205319065e-11,2.227651712980854e-11,2.312569663396293e-11,2.31783524092807e-11,2.343892600705972e-11,2.4062455521663622e-11,2.412426364897355e-11,2.4952937000807174e-11,2.520652769027008e-11,2.6034425406631883e-11,2.6111843905949127e-11,2.6314339852846817e-11,2.6315630592828577e-11,2.7210089971425417e-11,2.78480497626093e-11,2.7853838468916758e-11,2.8672611409613498e-11,2.868229205298227e-11,2.9126357345061486e-11,2.9214847691222255e-11,2.979826479629905e-11,3.026778075088133e-11,3.11970766404466e-11,3.180924250460174e-11,3.1918116822657766e-11,3.234456349537437e-11,3.241499831766726e-11,3.2550590699305254e-11,3.322067023042471e-11,3.330809365958102e-11,3.396455843275793e-11,3.507050335620962e-11,3.533840195972503e-11,3.5723115439131235e-11,3.743255868186607e-11,3.749549454016436e-11,3.836947946708105e-11,3.838026243902792e-11,3.853546108145217e-11,3.892511212935491e-11,3.9261907783310305e-11,4.111214269081848e-11,4.262234383717641e-11,4.2788045109464576e-11,4.353631536763304e-11,4.446772717335972e-11,4.44829089340544e-11,4.540280850059971e-11,4.637602076951184e-11,4.762017118081176e-11,4.898146034287961e-11,4.988856673642299e-11,5.038321761004544e-11,5.067082957843566e-11,5.1347451559532345e-11,5.224525453308392e-11,5.377271708628744e-11,5.4861619682439866e-11,5.6896535042950883e-11,5.720589308856708e-11,5.7243215530692174e-11,5.7597512158215694e-11,5.827659014005365e-11,5.853087811624252e-11,5.918161142606158e-11,5.93680532388419e-11,5.970914979932696e-11,6.078086414718798e-11,6.211040496360302e-11,6.22727847344207e-11,6.360831599451105e-11,6.369876067301602e-11,6.39124616691714e-11,6.426668564305509e-11,6.643336865449515e-11,6.695670922558262e-11,6.813004245911763e-11,6.937450999832088e-11,7.236216284786593e-11,7.290064458425816e-11,7.292538594454675e-11,7.4748647176813e-11,7.515049076614106e-11,7.519269978832114e-11,7.54298479043291e-11,7.989904947388276e-11,8.259023146248257e-11,8.295106387836233e-11,8.442992875056572e-11,8.462733259610103e-11,8.522324822075759e-11,8.53118823749345e-11,8.60451527028167e-11,8.711059338274422e-11,8.800967355837798e-11,8.949409123714832e-11,9.395103835171448e-11,9.403222348964458e-11,9.436038911103133e-11,9.451082453023078e-11,9.611321936460109e-11,9.709265694126971e-11,9.73635412863525e-11,9.801142111208727e-11,9.983386708393916e-11,1.0128895833176944e-10,1.026865922993984e-10,1.0325099741765151e-10,1.048182237004455e-10,1.0569663232115e-10,1.0701984824392918e-10,1.1038509791294549e-10,1.1493570215333614e-10,1.2165554807431611e-10,1.2264076874368498e-10,1.2264076874368498e-10,1.2496693781433255e-10,1.2515444341756084e-10,1.281961709460323e-10,1.289369117414892e-10,1.2942320337395447e-10,1.3322643308935814e-10,1.3482814187546148e-10,1.3701760778125335e-10,1.4391282807702057e-10,1.4720652135177174e-10,1.5548011769974984e-10,1.555783887513159e-10,1.670997801948602e-10,1.6736235589960154e-10,1.703579628303321e-10,1.7273739383689446e-10,1.805896400815067e-10,1.8463041671283152e-10,1.8880534610827056e-10,2.038135902065589e-10,2.0537356672575306e-10,2.232381203414319e-10,2.2711584516526535e-10,2.5117837514090257e-10,2.541653598775688e-10,2.854577405302522e-10,3.4448242123713087e-10,3.521323058937194e-10,3.609273670623257e-10,3.727321849933576e-10,4.2558741426364944e-10,4.4083742755532e-10,6.072808823783193e-10,6.286033773119267e-10,1.0278117511795533e-09,1.1608713851389903e-09,1.9784961331691672e-09,2.038295201886361e-09,2.038295201886361e-09,5.203530857924711e-06,1.2348236379197638e-05,3.396647640395633e-05
DT_Raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24505618148997738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05797750214681683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053606039700932515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1697651498767459,0.0,0.0,0.0,0.47359512678552734
RF_Raw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05360603970093253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057977502146816844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41482133136672333,0.0,0.0,0.47359512678552745
