,pop00_x,pop00_y,local_tweets,hinc00,hinc90,Unnamed: 0,medrent90,neighbor_tweets,abovemedli00,2,vulnrisk90,5,3,6,1,belowmedcol90,pernwh00,carcommuters_00,17,localpercentage,abovemedrent00,vuln00,vulnrisk00,per_rent_90,pernwh90,abovemednwh00,afford00,hotmarket00(110%-207%),4,local_weekday_oddratio,weekday_oddratio,pasian00,local_nighttime_oddratio,9,perli90,local_daytime_oddratio,phisp00,30,daytime_oddratio,local_weekend_oddratio,18,32,8,per_rent_00,abm_dif_9000,31,28,other_weekend_oddratio,83,nighttime_oddratio,perli00,101,vuln90,79,34,124,other_daytime_oddratio,pnhblk00,57,72,38,10,abm_inc_90_00,13,166,241,97,other_nighttime_oddratio,114,354,86,Tuesday_oddratio,70,188,49,Thursday_oddratio,45,19,161,189,290,Monday_oddratio,302,weekend_oddratio,Wednesday_oddratio,136,155,120,pct_ch_hinc90_00,119,Friday_oddratio,191,212,55,pag25up00,306,157,201,220,98,24,317,29,152,298,100,185,346,52,151,112,107,222,236,228,338,320,275,other_weekday_oddratio,231,75,174,33,46,329,278,259,104,138,324,310,78,345,146,65,213,129,154,288,264,190,74,279,326,334,240,209,158,355,304,133,125,39,289,229,309,358,149,71,351,353,distToHighVisitorTract,91,299,282,27,238,219,84,246,173,234,123,305,277,233,186,81,342,nbrpercentage,226,307,127,187,260,348,distToMHI,159,313,331,58,270,130,148,160,171,neighbor_daytime_oddratio,224,neighbor_weekday_oddratio,182,263,distToHighTweetTract,249,175,280,128,328,294,64,322,111,88,181,198,Sunday_oddratio,276,204,311,neighbor_weekend_oddratio,295,belowmedcol00,neighbor_nighttime_oddratio,36,121,247,352,144,67,312,267,210,221,208,344,244,332,314,315,new_abm_dif_9000,new_ch_all_li_count90_00,new_gent90_00,new_hinc00,new_hinc90,new_hotmarket00(110%-207%),new_medhval00,new_medrent00,new_medrent90,new_pct_ch_hinc90_00,new_per_rent_00,new_per_rent_90,new_vuln00,167,25,242,92,69,239,106,169,250,11,341,118,333,225,Saturday_oddratio,232,66,284,205,170,103,99,59,61,62,137,350,261,200,308,269,318,286,255,303,113,122,359,335,108,325,82,340,165,281,194,183,76,223,142,337,51,297,180,251,349,176,285,140,248,268,95,243,132,135,301,230,257,272,254,177,195,131,85,287,172,196,293,336,271,115,44,319,202,252,330,139,237,150,273,217,227,179,357,102,316,206,193,edudiff9000,292,253,300,153,145,262,184,235,343,245,126,168,296,218,327,347,47,256,117,323,203,164,321,73,215,339,162,63,110,178,80,216,105,163,143,266,283,48,197,141,109,90,265,211,94,192,43,356,26,20,199,274,60,53,147,37,214,89,134,258,popden00,116,96,41,291,93,56,54,87,68,7,40,23,16,207,156,50,77,42,visitorpercentage,35,21,gent90_00_x,gent90_00_y,afford90,TOD,percol90,percol00,15,new_medhval90,22,unempden00,14,12,0,medrent00,ch_all_li_count90_00,medhval90,medhval00,userwith5_count,total_tweets,total_users,other_tweets
Logit_Raw,-5.112590184542851e-05,-5.087685346327808e-05,-2.9323415515952937e-05,-2.6333029091437663e-05,-1.355690942807133e-05,-4.313935601363216e-06,-2.297389009215876e-06,-6.586951330027047e-08,-1.8022872270573638e-08,-1.421340780845309e-08,-1.2360865370135669e-08,-1.0572920008595605e-08,-9.843736389042998e-09,-9.794534563699237e-09,-8.858692477215899e-09,-7.512883267279805e-09,-6.825784987110421e-09,-6.4133829118581136e-09,-5.537001686078002e-09,-5.4555166021837965e-09,-5.4334196213876286e-09,-4.684975202585226e-09,-4.684975202585226e-09,-4.1475178760516e-09,-4.082483495171907e-09,-3.879307190687985e-09,-3.879307190687985e-09,-3.7241344840610376e-09,-3.4929810859910578e-09,-3.3068676695782594e-09,-3.1695717000131414e-09,-2.956973222556438e-09,-2.918078375663666e-09,-2.7043892725816103e-09,-2.62091169305902e-09,-2.537438226520076e-09,-2.425736462953573e-09,-2.329294532517482e-09,-2.314582080869617e-09,-2.1486489326055482e-09,-2.147764163611818e-09,-2.0676841773421496e-09,-1.982308637134576e-09,-1.8388290403465393e-09,-1.8250176156196484e-09,-1.7104274143672182e-09,-1.695510720399424e-09,-1.6905571502639061e-09,-1.64548611829979e-09,-1.5826909756937696e-09,-1.5530540356717044e-09,-1.4204507865910892e-09,-1.4111821040047971e-09,-1.3771384006503695e-09,-1.2710464318214938e-09,-1.2156066462682604e-09,-1.2121803119286973e-09,-1.2102333088569736e-09,-1.1882061418158649e-09,-1.0947655211037708e-09,-1.0214084992012256e-09,-1.0147279215050166e-09,-1.0015332939726312e-09,-9.847002911597117e-10,-9.622309190438088e-10,-9.564956465823608e-10,-9.2899233574837e-10,-9.237230435206022e-10,-9.206040611833233e-10,-9.050414336373675e-10,-8.993757856153303e-10,-8.953559466426071e-10,-8.682220073706875e-10,-8.668045903783369e-10,-8.545151660061663e-10,-8.114096590330269e-10,-8.025390200617034e-10,-7.726349330404771e-10,-7.526680861566466e-10,-7.44885075763155e-10,-7.405237826749348e-10,-7.404974735694002e-10,-7.367215524505278e-10,-7.277013565502187e-10,-7.223086207680648e-10,-7.22243328305148e-10,-7.10286486236986e-10,-7.018743517123379e-10,-7.01685679145247e-10,-6.990137995857162e-10,-6.977411814665246e-10,-6.802854543653104e-10,-6.710277105559247e-10,-6.629779839602971e-10,-6.565919635744106e-10,-6.561103333188336e-10,-6.498945507323758e-10,-6.422245521944071e-10,-6.415178108549531e-10,-6.295115680074803e-10,-6.268499945713499e-10,-5.929476457223461e-10,-5.726220281541356e-10,-5.514883982065895e-10,-5.479264176248983e-10,-5.335337723246774e-10,-5.300040256414764e-10,-5.047233815213271e-10,-4.99197454448357e-10,-4.987985177742523e-10,-4.836421810890986e-10,-4.710692229463624e-10,-4.691354441957497e-10,-4.549885640525403e-10,-4.5122966911730697e-10,-4.5010254712804945e-10,-4.4611034791219084e-10,-4.460799376193846e-10,-4.453462051854461e-10,-4.371914653432476e-10,-4.3627927071187605e-10,-4.362396829155753e-10,-4.314573229608045e-10,-4.2034874362935965e-10,-4.16438229091548e-10,-4.144924049127792e-10,-4.1313824955569544e-10,-4.1080919667937065e-10,-3.9805006782866163e-10,-3.980413152130043e-10,-3.7244867279093795e-10,-3.6748578010425827e-10,-3.6387137107040817e-10,-3.517973942569609e-10,-3.5163828199897085e-10,-3.490341785920584e-10,-3.392435207801179e-10,-3.377516559756647e-10,-3.3473136263420686e-10,-3.329339486369619e-10,-3.219076592462584e-10,-3.2176381050846177e-10,-3.2057293473352656e-10,-3.172810215279162e-10,-3.0707365327177946e-10,-2.9859226166002616e-10,-2.915667589343999e-10,-2.8898152159147933e-10,-2.8488506928732884e-10,-2.8287264125594813e-10,-2.7052535535663616e-10,-2.6383187387022347e-10,-2.616278281970141e-10,-2.554583199488552e-10,-2.512576420483235e-10,-2.494192823566564e-10,-2.493376496843658e-10,-2.478138279134877e-10,-2.445258985763516e-10,-2.4260890935164933e-10,-2.400978544025386e-10,-2.39298486588016e-10,-2.3236786692198757e-10,-2.2804419048505687e-10,-2.2622683324624893e-10,-2.2070533267033797e-10,-2.1976118436131354e-10,-2.1145695371780632e-10,-2.0876846306646052e-10,-2.0656810094656623e-10,-2.0537614898095503e-10,-2.045145850495355e-10,-2.043812723503691e-10,-2.018364623090992e-10,-1.9876604949059745e-10,-1.9820937964797784e-10,-1.8746572303154096e-10,-1.8559639797030113e-10,-1.6861282209282992e-10,-1.6719442374317201e-10,-1.6285696483252164e-10,-1.613862356853457e-10,-1.590096374728262e-10,-1.5820181758272909e-10,-1.5581280468822882e-10,-1.4952121729531502e-10,-1.4932486318791812e-10,-1.4911563203761594e-10,-1.4633334573189456e-10,-1.414326527575783e-10,-1.390480552361332e-10,-1.3869692974386099e-10,-1.3813514169280518e-10,-1.375247870225464e-10,-1.366719904974801e-10,-1.333055688402621e-10,-1.2968865223934312e-10,-1.2714684730830995e-10,-1.2709331592443739e-10,-1.1818330848885247e-10,-1.1532209249244413e-10,-1.1528805686572724e-10,-1.1521395201805007e-10,-1.1418469543181016e-10,-1.0146982740679269e-10,-9.660599602106755e-11,-9.15863403168638e-11,-9.057062575330693e-11,-9.026464070495576e-11,-7.703036142004124e-11,-7.583130259808779e-11,-7.53138920323834e-11,-7.175277058770745e-11,-6.431954044111096e-11,-6.223456292915619e-11,-5.4330455608152944e-11,-5.1986017828108465e-11,-4.099208248204092e-11,-4.010110781873478e-11,-3.821402215896422e-11,-3.815910912567134e-11,-3.7505771503825174e-11,-3.74505535606363e-11,-3.3965353522321174e-11,-3.089035495457762e-11,-3.039587714034449e-11,-2.8887078872936518e-11,-2.364507586722891e-11,-2.290594934331818e-11,-2.260921507825658e-11,-1.6269640394140393e-11,-1.559621256682348e-11,-1.2766072333213273e-11,-1.2177112647148039e-11,-1.0806889778709953e-11,-5.673854892431052e-12,-4.160731310245618e-12,-2.3296224231565134e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.577671619720216e-13,1.743328023313815e-12,2.2591472273960435e-12,2.7517322234867523e-12,4.782641268097503e-12,1.0504099592767956e-11,1.1036500129392498e-11,1.2946342616708614e-11,1.5472513145408686e-11,1.5843618534814625e-11,1.7808500074117332e-11,2.6973495382054934e-11,2.7572785300908338e-11,2.970758924904458e-11,3.2274387845427766e-11,3.5549671506080944e-11,4.0179993850964556e-11,4.443538142214846e-11,4.4864201168211975e-11,5.470657348295896e-11,5.569225975909801e-11,6.340236087512492e-11,6.816115120931052e-11,6.82377613989085e-11,6.950167481038043e-11,6.995978943140153e-11,7.280783993732367e-11,7.425520653875321e-11,7.536010336284712e-11,7.67178139486846e-11,7.715512048457724e-11,7.832024842772275e-11,8.218647462482155e-11,8.28326766034613e-11,8.714026385433526e-11,8.943534923279229e-11,8.953085056156569e-11,9.075779952184194e-11,9.239362390826492e-11,9.726617162681619e-11,1.0130910541010047e-10,1.0721713970588826e-10,1.0735542090894292e-10,1.137464329531457e-10,1.1837016013461123e-10,1.2379923523576936e-10,1.2480598340793936e-10,1.2735082861983367e-10,1.3357791395183466e-10,1.340681378275315e-10,1.3560763991398114e-10,1.3968395722973934e-10,1.3992989338961485e-10,1.4540626421595133e-10,1.455757019842252e-10,1.4909110979254272e-10,1.5533630713978646e-10,1.5685643187290982e-10,1.586853722854404e-10,1.619081676938365e-10,1.62308684963097e-10,1.6323138122322283e-10,1.7136542998002083e-10,1.719982390772694e-10,1.8280948612057893e-10,1.8415509778536624e-10,1.8867031999495361e-10,1.926874185291484e-10,1.955598297500742e-10,2.0007156718568059e-10,2.0406101964868007e-10,2.063127853068364e-10,2.0654915341218425e-10,2.0745677279334634e-10,2.0955840648314712e-10,2.244451224994126e-10,2.2872057903599587e-10,2.369178741565431e-10,2.3983856923956383e-10,2.4172512704101067e-10,2.453985390828655e-10,2.505011116426409e-10,2.51573723430227e-10,2.5462752706485603e-10,2.624901891507945e-10,2.717960524227341e-10,2.773829358205143e-10,2.8845224563172594e-10,2.8932513159098233e-10,2.9657025401932004e-10,2.987557231122629e-10,3.0564425608003067e-10,3.1174840384168825e-10,3.1773831309384807e-10,3.227879636044417e-10,3.2451258505288976e-10,3.334597056848645e-10,3.421983568336603e-10,3.4472799607990613e-10,3.4498698716943576e-10,3.5071535565261923e-10,3.511307253268949e-10,3.573359306851187e-10,3.582524950086963e-10,3.738501349311482e-10,3.7420596446342134e-10,3.756853487854444e-10,3.801873404313883e-10,3.8745905367825353e-10,3.9423508591605254e-10,4.035281480872316e-10,4.044716253445163e-10,4.0916003660756267e-10,4.1595608503032714e-10,4.235852887275446e-10,4.298194667500354e-10,4.370092573553072e-10,4.3960442156468606e-10,4.6291859912817935e-10,4.707166109679705e-10,4.807908238112742e-10,4.811989554307308e-10,4.828243520196656e-10,4.864959842810351e-10,4.870127757130668e-10,4.877345344148913e-10,4.931282048510871e-10,4.980354702993871e-10,5.062007944595524e-10,5.083962799180543e-10,5.159639051416682e-10,5.262337892737661e-10,5.293537094382547e-10,5.391384057639647e-10,5.432359584962624e-10,5.470209291284328e-10,5.735055767622424e-10,5.88161874934141e-10,6.2256999776587e-10,6.418984006390149e-10,6.578313470980198e-10,6.58437538801598e-10,7.135862159413002e-10,7.164243923014428e-10,7.23105012402575e-10,7.2700868203003e-10,7.415532592954141e-10,7.621126798922267e-10,7.816291812097545e-10,7.842696829965043e-10,7.856122106112717e-10,8.139405477334735e-10,8.203774736093374e-10,8.326272984347561e-10,8.373092371703608e-10,8.410208516524116e-10,8.448099169602107e-10,8.688713723153994e-10,8.924398940797362e-10,9.057037506631942e-10,9.263168286075531e-10,9.299320297665601e-10,9.558899629290535e-10,9.72464490470197e-10,9.770654206739935e-10,9.775450250458244e-10,1.005886712492725e-09,1.0093162115838797e-09,1.016404669360642e-09,1.0993942627730374e-09,1.1133086332767083e-09,1.1927701246948703e-09,1.2294105259655962e-09,1.2400116748938223e-09,1.3122794542452993e-09,1.3594146567413762e-09,1.413958504864339e-09,1.6322921188793803e-09,1.7434038352388395e-09,1.9221497243039953e-09,2.0771679377134946e-09,2.4337126306161803e-09,2.4337126306161803e-09,2.497746501685383e-09,2.9775796775336007e-09,3.037119652982127e-09,3.3818476490211074e-09,3.4872428868097595e-09,3.7463818646302635e-09,4.29442752944544e-09,4.562717843179288e-09,5.899355152585482e-09,6.2471968882301235e-09,3.5544918491045856e-08,1.3105626296780908e-07,1.0619669496489456e-06,1.3679789485193489e-06,2.864203034614232e-06,3.097685709289718e-06,6.3122540812115095e-06,2.717324130665047e-05,3.5701539110463224e-05
DT_Raw,0.0,0.0,0.0,0.07449369843765875,0.0,0.0,0.0,0.0,0.0,0.36112421545185663,0.0,0.0,0.0,0.22154849837510596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05522726832499734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07965149719253153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11105894802178175,0.0,0.0,0.0,0.0,0.0,0.09689587419606793,0.0,0.0,0.0
RF_Raw,0.0,0.0,0.0,0.07449369843765875,0.0,0.0,0.0,0.0,0.0,0.36112421545185663,0.0,0.0,0.0,0.22154849837510596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05522726832499734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07965149719253153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11105894802178175,0.0,0.0,0.0,0.0,0.0,0.09689587419606793,0.0,0.0,0.0
